,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,beat_change,beat,dynamic,x,y,z,dist
13833,-0.396,-0.09699999999999999,-0.973,-4.878,-13.049000000000001,-4.268,None,3,n,3.2708735323125624,0.31115109172061384,5.619968109853302,3.417708177438009
13834,-0.39399999999999996,-0.10300000000000001,-0.978,-5.244,-12.317,-4.268,None,3,n,3.287729339050737,0.3126262828384852,5.6497800634035045,3.4278958328811395
13835,-0.382,-0.10400000000000001,-0.9840000000000001,-6.037000000000001,-11.524000000000001,-4.512,None,3,n,3.3046356981600904,0.314111455556497,5.679679098821071,3.4379980151792084
13836,-0.3670000000000001,-0.107,-0.992,-6.646,-10.975999999999999,-5.061,None,3,n,3.3215918594963174,0.31560599411075213,5.70966447512437,3.447996294662733
13837,-0.366,-0.109,-1.008,-7.439,-10.549000000000001,-5.732,None,3,n,3.3385979032524618,0.3171097239520101,5.739736315461968,3.458008543889647
13838,-0.359,-0.11,-1.022,-8.11,-10.244000000000002,-6.037000000000001,None,3,n,3.355653519519719,0.3186223183979673,5.769894384676555,3.467983747028951
13839,-0.35,-0.113,-1.0270000000000001,-8.597999999999999,-10.0,-6.585,None,3,n,3.372758283132473,0.32014337548929733,5.80013823047204,3.4778970102985314
13840,-0.34,-0.115,-1.032,-9.146,-9.939,-7.0120000000000005,None,3,n,3.3899116808851764,0.32167249185467633,5.830467342774211,3.4877389586364163
13841,-0.331,-0.115,-1.042,-9.512,-9.329,-7.561,None,3,n,3.4071132303515315,0.32320933077772285,5.860881321908673,3.497520985941796
13842,-0.313,-0.11199999999999999,-1.05,-9.756,-8.476,-8.049,None,3,n,3.424361829001698,0.3247533667116341,5.891379242856256,3.5071660703262135
13843,-0.309,-0.11599999999999999,-1.056,-10.122,-8.597999999999999,-8.537,None,3,n,3.4416573744178516,0.32630432920200697,5.921960933490795,3.516789982292732
13844,-0.29600000000000004,-0.121,-1.062,-10.854000000000001,-8.537,-9.024,None,3,n,3.4589992726618926,0.32786163160871434,5.952625718670079,3.526323404885388
13845,-0.29100000000000004,-0.11900000000000001,-1.068,-11.159,-7.744,-9.451,None,3,n,3.476387185995585,0.32942515070675243,5.983373365692372,3.5358194516652337
13846,-0.29100000000000004,-0.122,-1.079,-11.341,-6.829,-10.0,None,3,n,3.493821243463714,0.33099475226373887,6.014203974880849,3.5453299871554216
13847,-0.28600000000000003,-0.12300000000000001,-1.083,-11.341,-6.524,-10.183,None,3,n,3.5113011829967347,0.3325702371323987,6.045117288103365,3.5548043167560968
13848,-0.276,-0.129,-1.094,-11.707,-6.7070000000000025,-10.366,None,3,n,3.528826642826638,0.33415106574663295,6.076112846238487,3.5642185475428843
13849,-0.267,-0.132,-1.095,-11.89,-6.768,-10.549000000000001,None,3,n,3.5463971680620725,0.3357368700656353,6.1071901318609,3.573563787095834
13850,-0.263,-0.132,-1.104,-12.134,-6.646,-10.854000000000001,None,3,n,3.564012553413687,0.3373274898931402,6.1383489946972984,3.582885158331211
13851,-0.254,-0.131,-1.102,-12.317,-6.098,-10.975999999999999,None,3,n,3.5816722081212613,0.3389226914614562,6.169588880906351,3.5921282866691193
13852,-0.252,-0.128,-1.1,-12.561,-5.3660000000000005,-11.037,None,3,n,3.5993758875002366,0.3405225229220282,6.200909625745049,3.6013452785127917
13853,-0.247,-0.127,-1.104,-12.683,-4.512,-11.22,None,3,n,3.617123269401704,0.3421268496606235,6.232310962697753,3.6105226644600066
13854,-0.24600000000000002,-0.125,-1.095,-12.683,-3.841,-11.341,None,3,n,3.6349141550582797,0.34373575813692453,6.263792703671362,3.6196743136087273
13855,-0.24600000000000002,-0.121,-1.094,-12.744000000000002,-3.5980000000000003,-11.585,None,3,n,3.6527483941138543,0.34534938510331115,6.295354804970836,3.6288153895125785
13856,-0.245,-0.127,-1.091,-12.805,-3.72,-11.645999999999999,None,3,n,3.670626057389676,0.34696755436045396,6.32699714499051,3.637948594838934
13857,-0.251,-0.126,-1.088,-12.683,-3.841,-11.645999999999999,None,3,n,3.6885474164480385,0.34859051435141375,6.358719993948774,3.647119761756986
13858,-0.254,-0.11599999999999999,-1.089,-12.988,-3.841,-11.707,None,3,n,3.7065123318647712,0.3502186605315821,6.390523497658864,3.6562985301423376
13859,-0.256,-0.11699999999999999,-1.081,-12.988,-4.4510000000000005,-11.950999999999999,None,3,n,3.7245208720242124,0.35185208033391474,6.4224076483495995,3.665480383516425
13860,-0.26,-0.12,-1.077,-13.049000000000001,-5.4879999999999995,-12.195,None,3,n,3.742573301695694,0.3534908459391796,6.454372594891978,3.67468852722224
13861,-0.262,-0.122,-1.068,-12.927,-6.22,-12.439,None,3,n,3.7606697111786205,0.35513501883319665,6.486418321372272,3.6839000072328716
