aX,aY,aZ,gX,gY,gZ,label
-0.234,1.5219999999999998,-1.03,175.65900000000005,-18.066,-159.546,None
-0.218,1.497,-0.875,245.117,20.63,-119.385,None
-0.305,1.561,-0.721,155.029,30.884,-96.497,None
-0.326,1.425,-0.311,40.894,41.74800000000001,-41.199,None
-0.14800000000000002,1.207,-0.109,-4.395,45.959,15.503,None
-0.081,0.392,0.237,4.517,52.673,23.804,None
0.003,0.07400000000000001,0.42,-0.5489999999999999,54.199,33.751999999999995,None
0.046,-0.132,0.805,-26.978,50.78100000000001,37.72,None
0.062,-0.17,0.923,-62.86600000000001,40.161,39.307,None
0.092,-0.203,1.347,-88.196,34.485,41.13800000000001,3beats_3
0.21600000000000005,-0.438,1.787,-135.681,11.353,42.542,None
0.274,-0.373,1.986,-135.925,-1.221,38.574,None
0.335,-0.058,2.074,-121.948,-34.546,31.799,None
0.339,0.201,2.069,-113.464,-52.795,33.508,None
0.41,0.782,1.927,-98.938,-92.712,49.683,None
0.484,1.186,1.76,-94.543,-112.549,62.5,None
0.69,2.053,1.153,-80.078,-149.048,106.445,None
0.9,2.228,0.8420000000000001,-56.396,-165.588,183.044,None
1.462,1.609,0.244,-46.753,-169.678,227.661,None
2.063,0.044,-0.175,-28.992,-171.875,300.3540000000001,None
2.407,-0.764,-0.405,-28.503,-171.81400000000005,322.205,None
2.7430000000000003,-1.95,-0.948,-63.66,-165.1,338.501,None
2.891,-2.756,-1.197,-80.627,-133.911,329.041,None
2.698,-4.0,-1.683,-84.9,-109.802,304.199,None
2.297,-4.0,-1.634,-83.92299999999999,-58.105,227.661,None
2.107,-4.0,-1.474,-87.09700000000002,-17.212,127.991,None
1.682,-3.994,-1.4,-90.759,-0.8540000000000001,80.688,None
1.405,-2.949,-1.264,-101.868,25.452,14.587,None
1.291,-2.5,-1.29,-92.346,44.312,-29.358,None
1.141,-1.749,-1.419,-87.036,52.734,-44.922,None
1.068,-1.096,-1.464,-94.91,71.411,-65.918,None
1.03,-0.625,-1.489,-104.797,93.201,-74.097,None
1.017,0.161,-1.283,-83.679,103.882,-70.862,None
0.952,0.087,-1.914,-7.69,141.846,-52.124,None
1.193,0.261,-1.7619999999999998,-7.568,166.80900000000003,-41.077,None
1.383,0.484,-1.771,-6.897,209.656,-13.062,None
1.44,0.483,-1.127,-4.6389999999999985,221.375,2.38,None
1.557,-0.209,-0.325,11.78,244.019,34.119,None
1.598,-0.5379999999999999,-0.011,18.433,247.192,42.297,None
1.605,-0.967,0.67,13.306,242.187,43.457,None
1.6,-1.021,0.861,6.042000000000002,234.61900000000003,32.349000000000004,None
1.503,-0.843,1.2919999999999998,-15.076,209.83900000000003,27.71,None
1.456,-0.7929999999999999,1.472,-15.380999999999998,196.35,25.513,None
1.368,-0.856,1.735,-15.198,166.321,23.926,None
1.294,-0.898,1.911,-7.4460000000000015,135.864,25.024,None
1.314,-1.039,2.047,-4.822,118.958,24.475,None
1.4380000000000002,-1.264,2.225,-2.502,87.15799999999999,28.625,None
1.54,-1.367,2.251,6.287000000000001,69.39699999999999,30.518,None
1.669,-1.693,2.039,16.785,30.64,33.264,None
1.668,-1.946,1.849,15.259,14.587,34.241,None
1.729,-2.357,1.725,7.751,-5.188,28.748,None
1.65,-2.951,1.671,8.057,-12.39,17.456,None
1.671,-3.438,1.4509999999999998,-0.61,-27.283,-17.883,None
1.6130000000000002,-3.5810000000000004,1.3730000000000002,-5.188,-34.851,-44.983,None
1.609,-3.11,1.177,1.465,-47.302,-102.173,None
1.604,-2.781,1.16,5.432,-52.124,-125.732,None
1.606,-2.244,1.01,12.695,-64.331,-160.95,None
1.621,-1.994,0.961,18.372,-68.237,-190.735,None
1.602,-1.4780000000000002,1.058,29.419,-73.608,-197.144,None
1.6030000000000002,-1.3130000000000002,1.152,40.771,-84.839,-209.412,None
1.5590000000000002,-0.99,1.044,45.044,-94.604,-215.393,None
1.504,-0.799,0.759,58.411,-112.183,-225.708,None
1.508,-0.693,0.5539999999999999,63.416,-119.812,-231.93400000000003,None
1.45,-0.315,0.13699999999999998,64.453,-130.554,-246.155,None
1.4169999999999998,-0.145,-0.07400000000000001,65.67399999999999,-132.69,-250.793,None
1.3230000000000002,0.225,-0.378,58.716,-129.333,-255.066,None
1.229,0.391,-0.504,52.795,-125.366,-251.343,None
1.031,0.743,-0.643,44.678,-112.854,-244.873,None
0.826,1.0,-0.615,42.908,-97.778,-228.088,None
0.6679999999999999,0.971,-0.59,46.143,-90.698,-217.468,3beats_1
0.29600000000000004,1.189,-0.5489999999999999,47.119,-77.942,-193.665,None
0.205,1.189,-0.578,51.147,-72.14399999999998,-176.208,None
-0.188,1.138,-0.6,28.564,-64.331,-146.97299999999996,None
-0.223,1.11,-0.544,6.165,-58.96,-134.705,None
-0.23,1.183,-0.5,-40.039,-55.542,-101.44,None
-0.448,1.203,-0.505,-68.726,-47.974,-70.74,None
-0.449,1.205,-0.562,-67.2,-41.13800000000001,-48.706,None
-0.35600000000000004,1.154,-0.569,-64.88,-24.231,-9.521,None
-0.199,0.951,-0.333,-63.17100000000001,-0.6709999999999999,31.372,None
-0.126,0.745,-0.14300000000000002,-65.796,9.705,50.72,None
0.004,0.229,0.301,-69.641,24.963,80.627,None
0.054000000000000006,-0.056,0.507,-71.899,27.588,89.539,None
0.119,-0.48,0.7979999999999999,-80.322,22.4,91.614,None
0.153,-0.623,0.958,-81.604,8.606,77.393,None
0.165,-0.513,1.128,-83.31299999999997,-0.7929999999999999,67.322,None
0.158,0.058,1.331,-95.52,-20.386,52.307,None
0.154,0.428,1.4240000000000002,-101.99,-31.494,51.08600000000001,None
0.236,1.239,1.385,-109.07,-57.06800000000001,63.843,None
0.278,1.6740000000000002,1.331,-111.023,-67.505,79.346,None
0.5,2.234,1.358,-101.379,-79.041,131.592,None
0.703,2.292,1.385,-88.867,-84.71700000000001,166.199,None
1.348,1.671,1.528,-76.59899999999998,-97.229,242.615,None
1.745,1.162,1.5519999999999998,-32.043,-118.53,304.382,None
2.546,-0.001,1.144,-6.897,-130.188,329.102,None
3.062,-1.606,0.429,34.119,-146.97299999999996,362.366,None
3.176,-2.59,0.035,38.208,-150.513,366.76,None
2.989,-4.0,-0.856,42.786,-142.45600000000005,338.0130000000001,None
2.857,-4.0,-1.254,35.889,-129.822,304.565,None
2.281,-4.0,-1.72,9.583,-89.661,212.097,None
1.994,-4.0,-1.79,-7.935,-65.918,97.412,None
1.634,-4.0,-1.2009999999999998,-45.166,-27.893,64.575,None
1.358,-3.29,-1.022,-76.965,-7.751,4.6389999999999985,None
1.271,-2.695,-1.187,-85.999,4.15,-13.611,None
1.093,-1.909,-1.536,-65.125,28.748,-39.185,None
1.122,-1.62,-1.6569999999999998,-31.738000000000003,63.477,-54.871,None
1.108,-1.147,-1.831,-52.551,84.167,-54.688,None
1.111,-0.521,-1.231,-69.458,115.479,-51.27,None
1.041,-0.317,-0.209,-58.167,126.587,-46.021,None
1.007,-0.345,-0.021,-47.485,128.296,-43.152,None
0.883,-0.194,0.104,-41.13800000000001,121.094,-41.87,None
0.777,0.211,-0.34,-52.856,114.136,-37.354,None
0.752,0.423,-0.743,-62.988,114.258,-31.372,None
0.748,0.638,-1.45,-78.55199999999998,128.418,-12.634,None
0.818,0.677,-1.7380000000000002,-73.12,163.086,7.5070000000000014,None
0.988,0.6729999999999999,-1.911,-62.256,188.416,17.09,None
1.139,0.675,-1.6869999999999998,-38.086,241.211,40.283,None
1.496,0.519,-1.398,-34.668,268.066,51.636,None
1.818,0.046,-0.462,-44.434,317.383,72.388,None
1.958,-0.299,0.405,-45.715,339.2940000000001,77.148,None
2.104,-0.966,2.421,-35.217,353.394,72.937,None
2.059,-0.946,2.53,-25.635,336.182,63.232,None
2.2230000000000003,-1.1,3.735,9.094,276.79400000000004,51.941,None
2.189,-1.436,4.0,16.235,227.6,48.096,None
2.127,-2.258,4.0,24.658,108.643,37.903,None
2.103,-2.45,4.0,15.137,42.48,27.466,None
2.042,-2.11,2.861,-13.611,-67.322,3.113,None
1.948,-1.914,1.6840000000000002,-25.452,-96.741,-3.54,None
1.635,-1.996,0.133,-14.832,-101.746,-5.066,None
1.497,-2.166,-0.339,-6.165,-84.29,-8.179,3beats_2
1.328,-2.34,-0.5539999999999999,-1.16,-34.973,-27.283,None
1.351,-2.109,-0.098,-8.423,15.869000000000002,-52.124,None
1.4169999999999998,-2.05,0.282,-5.249,31.86,-60.547,None
1.504,-1.977,1.219,16.235,41.26,-75.195,None
1.581,-2.08,1.753,24.231,20.203,-86.73100000000002,None
1.722,-2.435,2.389,24.17,0.183,-96.252,None
1.856,-2.98,2.57,25.391,-47.058,-120.667,None
2.125,-3.175,2.404,22.034,-75.745,-139.709,None
2.297,-3.084,1.713,30.334,-123.84,-193.481,None
2.349,-2.832,1.306,36.316,-139.526,-224.121,None
2.422,-1.972,0.534,52.002,-156.738,-283.936,None
2.396,-1.433,0.199,57.06800000000001,-159.30200000000005,-310.303,None
2.38,-0.267,0.097,65.063,-148.743,-347.351,None
2.319,0.263,0.125,71.899,-145.02,-362.854,None
2.065,1.3869999999999998,-0.095,80.811,-147.52200000000005,-364.929,None
1.605,2.441,-0.363,94.421,-144.714,-345.093,None
1.261,2.903,-0.728,101.135,-145.447,-325.439,None
0.682,3.535,-1.347,120.544,-128.357,-270.264,None
0.271,3.953,-1.318,85.449,-112.61,-234.192,None
-0.223,3.751,-1.185,33.813,-90.393,-147.095,None
-0.322,3.395,-1.085,17.09,-78.67399999999998,-101.135,None
-0.391,2.257,-0.867,-13.367,-63.17100000000001,-25.085,None
-0.329,1.243,-0.76,-43.396,-54.199,23.254,None
-0.285,0.919,-0.792,-56.458,-50.11,38.269,None
-0.203,0.649,-0.853,-82.031,-31.128,59.265,None
-0.122,0.537,-0.534,-103.699,0.6709999999999999,76.843,None
0.057,0.4320000000000001,-0.141,-111.633,16.479,86.914,None
0.255,0.24,0.966,-117.371,36.926,103.027,None
0.361,0.155,1.551,-115.906,35.889,109.192,None
0.423,-0.038,1.989,-104.614,6.5310000000000015,117.493,3beats_3
0.498,0.06,2.315,-98.572,-8.789,118.652,None
0.595,0.378,2.437,-96.008,-53.955,123.413,None
0.685,0.5579999999999999,2.176,-91.858,-75.623,129.211,None
0.975,0.68,1.296,-120.667,-115.601,155.945,None
1.153,0.752,1.25,-129.761,-136.841,195.618,None
1.611,0.7240000000000001,1.244,-116.272,-140.137,221.741,None
2.066,-0.5920000000000001,0.784,-47.119,-145.325,268.616,None
2.263,-1.33,0.63,-8.301,-150.33,278.076,None
2.557,-2.844,0.542,19.897,-170.77599999999995,269.775,None
2.5540000000000003,-3.544,0.142,5.92,-186.584,252.197,None
2.3040000000000003,-4.0,-1.092,-24.536,-191.223,198.486,None
2.046,-4.0,-1.804,-34.424,-171.63099999999997,160.95,None
1.5719999999999998,-3.973,-4.0,-4.333,-81.421,86.243,None
1.327,-3.648,-4.0,42.419,65.002,32.715,None
1.778,-3.631,-3.567,57.861,176.453,13.123,None
1.771,-2.266,2.7880000000000003,4.395,132.874,-20.081,None
1.56,-2.109,2.448,-49.805,82.275,-13.794,None
1.402,-1.262,2.2880000000000003,-72.51,-32.288000000000004,-34.058,None
1.3259999999999998,-1.229,1.117,-43.945,-71.96,-34.973,None
1.0759999999999998,-1.235,-1.588,0.916,-86.243,-28.564,None
0.94,-0.937,-3.257,10.315,-26.672,-25.757,None
0.927,-0.913,-3.391,7.69,61.768,-22.034,None
1.05,-0.7040000000000001,-3.013,0.122,107.727,-21.79,None
1.217,-0.292,-1.983,-10.681,180.969,-23.56,None
1.255,-0.043,-1.5530000000000002,-19.043,203.918,-23.254,None
1.284,0.5870000000000001,-0.93,-39.917,233.887,-16.724,None
1.31,1.023,-0.555,-44.678,246.887,-0.183,None
1.324,1.042,-0.502,-38.391,250.0,12.755999999999998,None
1.3969999999999998,0.931,-0.47,-21.179,257.324,41.992,None
1.436,0.893,-0.389,-21.362,261.23,55.664,None
1.506,0.872,-0.134,-35.706,268.738,81.238,None
1.605,0.5489999999999999,0.404,-49.5,275.452,105.713,None
1.654,0.326,0.6920000000000001,-55.054,274.10900000000004,114.197,None
1.768,-0.16,1.276,-58.716,264.099,124.512,None
1.836,-0.621,1.709,-56.64100000000001,257.812,129.944,None
1.897,-1.784,2.693,-53.65,232.056,127.014,None
1.82,-2.447,3.1,-36.072,179.44299999999996,94.666,None
1.82,-2.735,3.0610000000000004,-25.574,151.733,76.66,None
1.783,-2.988,2.6910000000000003,-30.945,96.069,36.682,None
1.78,-3.016,2.432,-34.18,71.83800000000002,17.944000000000006,None
1.707,-2.678,1.871,-41.87,30.518,-13.916,None
1.626,-2.375,1.71,-33.203,10.071,-32.532,None
1.5730000000000002,-2.171,1.825,-28.32,-0.916,-36.56,None
1.494,-2.049,1.655,-24.841,-17.334,-44.8,None
1.453,-2.213,1.6030000000000002,-24.231,-37.842,-53.467,None
1.412,-2.472,1.2819999999999998,-25.818,-62.195,-72.021,None
1.3969999999999998,-2.417,1.078,-21.912,-71.35,-85.14399999999998,None
1.393,-2.312,0.973,2.258,-80.444,-111.45,None
1.433,-2.27,1.131,8.057,-85.999,-133.972,None
1.426,-2.046,1.233,6.836,-92.712,-148.254,None
1.4580000000000002,-1.538,1.369,15.015,-111.938,-170.41,None
1.544,-1.704,1.262,43.274,-130.066,-187.805,None
1.6,-1.709,1.033,59.631,-132.812,-199.89,None
1.6740000000000002,-1.39,0.607,79.956,-139.832,-229.919,None
1.664,-0.818,0.251,81.97,-143.005,-254.333,None
1.631,-0.508,0.108,81.665,-141.846,-262.512,None
1.5019999999999998,0.034,-0.185,80.383,-137.451,-273.071,None
1.344,0.41,-0.337,80.75,-128.174,-272.705,None
1.251,0.579,-0.393,73.73,-119.019,-262.695,None
0.996,0.8,-0.5529999999999999,71.655,-113.586,-254.517,3beats_1
0.67,0.86,-0.742,66.77199999999999,-99.121,-234.192,None
0.36,1.028,-0.956,59.20399999999999,-81.78699999999998,-215.759,None
0.14300000000000002,1.196,-1.11,42.358,-72.449,-190.125,None
-0.508,3.329,-2.077,-15.991,-42.358,-160.034,None
-1.133,4.0,-3.155,-60.974,18.494,-17.273,None
-0.727,-0.33,0.025,61.401,34.546,55.664,None
0.002,-0.44,-0.278,58.716,64.63600000000001,67.444,None
0.026,-0.212,0.16699999999999998,-7.69,66.65,60.364,None
0.142,-0.6779999999999999,0.898,-67.383,62.988,69.702,None
0.094,-0.475,1.104,-100.83,39.001,49.927,None
0.124,-0.065,1.189,-103.516,28.137,39.49,None
0.174,0.7,1.648,-93.994,2.441,36.072,None
0.259,1.385,1.794,-81.604,-19.653,62.195,None
0.325,1.641,1.849,-89.478,-33.751999999999995,82.581,None
0.56,1.832,1.931,-104.004,-60.974,138.306,None
0.947,1.7,1.731,-104.431,-83.92299999999999,197.815,None
1.496,1.395,1.393,-74.89,-98.022,253.174,None
1.803,0.994,1.297,-53.467,-101.624,281.067,None
2.353,-0.149,1.195,-19.653,-113.403,324.402,None
2.7230000000000003,-1.278,1.136,1.892,-134.644,338.196,None
2.8710000000000004,-1.899,1.111,11.292,-158.813,327.454,None
2.903,-2.999,0.597,15.869000000000002,-170.593,311.34,None
2.7460000000000004,-3.669,-0.057,6.226,-182.495,265.259,None
2.416,-3.748,-0.636,4.395,-175.354,209.656,None
2.262,-3.5860000000000003,-1.009,6.287000000000001,-152.344,156.67700000000005,None
1.97,-3.245,-1.74,3.235,-133.72799999999998,135.559,None
1.649,-3.054,-2.407,1.892,-83.49600000000002,101.868,None
1.385,-2.761,-2.761,1.831,-19.592,67.566,None
1.332,-2.659,-2.467,-12.39,27.649,34.241,3beats_2
1.138,-2.388,-1.851,-27.527,45.41,17.822,None
1.102,-2.046,-1.328,-49.377,72.937,-12.39,None
0.986,-1.574,-0.606,-82.031,77.209,-39.551,None
0.8320000000000001,-0.866,-0.487,-108.276,72.571,-58.105,None
0.81,-0.458,-0.634,-112.0,71.777,-62.256,None
0.736,0.199,-0.8,-98.633,73.181,-58.96,None
0.747,0.494,-1.398,-63.477,91.187,-42.542,None
0.88,0.5329999999999999,-1.831,-33.081,123.047,-21.301,None
1.084,0.371,-2.146,-23.254,154.053,-0.4270000000000001,None
1.293,0.085,-2.25,-28.381,194.397,14.343,None
1.656,-0.636,-1.993,-44.312,219.421,14.099,None
2.056,-1.048,-1.109,-59.875,258.301,-0.6709999999999999,None
2.285,-0.423,-0.038,-73.608,286.621,-11.78,None
2.354,0.006999999999999999,1.145,-87.34100000000002,307.861,-5.981,None
2.325,-0.193,2.685,-53.833,306.152,12.329,None
2.167,-0.448,3.43,-34.302,289.612,22.278,None
1.908,-1.086,4.0,-10.62,223.572,36.682,None
1.6269999999999998,-1.74,4.0,-32.593,122.925,35.95,None
1.508,-2.38,3.372,-44.434,32.837,20.325,None
1.471,-2.481,2.74,-53.162,-27.527,-11.719,None
1.306,-2.133,1.454,-49.805,-44.25,-26.306,None
1.127,-1.808,0.7240000000000001,-36.987,-49.072,-44.983,None
0.996,-1.598,0.46,-24.109,-37.231,-59.265,None
0.969,-1.555,0.897,-16.052,-20.874,-65.063,None
1.014,-1.68,1.491,-0.244,-20.264,-68.48100000000001,None
1.1840000000000002,-2.0,1.7819999999999998,22.156,-39.001,-74.585,None
1.256,-2.411,1.942,42.664,-70.618,-95.581,None
1.411,-2.555,1.686,69.763,-88.196,-112.061,None
1.508,-2.432,1.105,47.913,-116.882,-146.667,None
1.589,-2.061,0.631,39.856,-138.306,-184.753,None
1.609,-1.757,0.268,37.048,-146.606,-217.407,None
1.594,-1.07,-0.109,29.907,-149.048,-245.3,None
1.541,-0.431,-0.247,31.128,-145.996,-261.353,None
1.4169999999999998,0.093,-0.263,33.508,-141.47899999999996,-264.587,None
1.3330000000000002,0.327,-0.271,29.114,-134.583,-256.10400000000004,None
1.131,1.026,-0.535,16.174,-132.32399999999998,-247.864,None
0.76,1.558,-1.223,-11.658,-123.779,-214.172,None
0.442,1.7080000000000002,-1.6369999999999998,-19.897,-101.257,-170.959,None
0.046,1.6669999999999998,-1.548,-30.273000000000003,-73.914,-134.27700000000002,None
-0.231,1.365,-1.134,-24.353,-48.218,-92.102,None
-0.209,1.182,-0.8170000000000001,-34.363,-23.926,-51.392,None
-0.263,1.037,-0.595,-39.185,-8.667,-15.686,None
-0.252,0.67,-0.4,-32.898,4.822,17.761,None
-0.193,0.5870000000000001,-0.29600000000000004,-27.71,16.296,35.583,None
-0.101,0.823,-0.079,-51.514,27.893,49.5,None
0.049,1.288,0.247,-73.36399999999998,37.598,69.885,None
0.133,1.5619999999999998,0.498,-82.031,41.32100000000001,104.858,None
0.409,1.804,1.321,-76.294,48.035,129.27200000000002,None
0.7709999999999999,1.564,2.252,-63.293,29.48,181.213,None
1.198,0.982,2.62,-54.993,-18.433,226.746,None
1.631,0.363,2.258,-51.27,-74.646,258.728,None
1.854,0.068,1.867,-39.551,-115.845,283.752,None
2.256,-0.7979999999999999,1.155,-31.311,-127.563,295.166,None
2.459,-1.5830000000000002,0.239,-10.681,-146.912,300.842,None
2.3480000000000003,-2.6630000000000003,-0.6409999999999999,12.512,-146.72899999999996,292.786,None
2.023,-3.494,-1.411,2.563,-127.625,250.671,None
1.6909999999999998,-3.897,-1.655,-27.405,-82.825,192.566,None
1.4980000000000002,-3.676,-1.5830000000000002,-42.48,-28.198,129.028,None
1.361,-3.0980000000000003,-1.997,-33.325,26.306,77.148,None
1.45,-2.7460000000000004,-1.725,-0.061,87.83,40.833,3beats_3
1.506,-2.198,-0.302,4.395,109.314,15.015,None
1.496,-1.912,0.733,-16.541,96.985,5.92,None
1.336,-1.565,1.264,-26.978,78.491,2.136,None
1.069,-1.338,1.362,-54.077,26.978,-4.211,None
0.852,-1.287,0.725,-66.833,-16.541,-13.184,None
0.68,-1.305,-0.337,-45.471,-32.715,-29.907,None
0.5670000000000001,-1.146,-1.39,-25.818,-17.395,-47.18,None
0.545,-0.935,-1.898,-17.273,15.503,-62.744,None
0.5539999999999999,-0.675,-1.838,-33.875,52.979,-75.378,None
0.5579999999999999,-0.099,-1.819,-65.186,98.511,-80.994,None
0.611,0.5720000000000001,-1.763,-72.51,144.10399999999996,-75.07300000000002,None
0.685,0.88,-1.358,-41.87,184.875,-59.387,None
0.747,0.951,-0.955,-6.409,222.83900000000003,-33.751999999999995,None
0.929,1.04,-0.628,4.089,251.648,-3.357,None
1.135,1.148,0.156,5.432,262.146,14.587,None
1.43,0.7879999999999999,1.166,19.226,273.01,60.059,None
1.703,-0.09,2.28,47.852,263.672,104.309,None
2.005,-1.128,2.727,59.99800000000001,219.849,129.639,None
2.108,-1.814,2.841,46.50899999999999,163.208,132.08,None
2.685,-3.434,2.613,67.993,132.507,117.249,None
2.937,-4.0,3.34,89.478,83.069,76.05,None
2.719,-4.0,3.267,10.742,0.0,10.071,None
2.448,-4.0,2.036,-25.818,-63.477,-63.66,None
2.289,-4.0,0.7859999999999999,-46.265,-89.96600000000002,-134.705,None
1.992,-3.519,0.268,-31.494,-88.318,-189.88,None
1.769,-2.274,-0.34600000000000003,-30.823,-79.712,-209.106,None
1.547,-1.225,-0.34,-14.220999999999998,-54.871,-226.257,None
1.324,-0.542,-0.054000000000000006,-1.404,-36.072,-222.046,None
1.12,-0.231,0.35100000000000003,12.146,-27.832,-210.693,None
0.998,-0.214,0.6859999999999999,28.992,-31.189,-199.829,3beats_1
0.913,-0.157,0.88,41.504,-39.246,-194.641,None
0.909,0.052000000000000005,1.163,44.678,-46.448,-188.66,None
0.6829999999999999,0.117,1.371,47.729,-58.105,-178.467,None
0.588,0.113,1.538,68.90899999999999,-65.247,-169.922,None
0.365,0.253,1.923,90.149,-68.665,-165.588,None
0.28800000000000003,0.131,2.188,115.54,-70.557,-158.02,None
0.485,0.313,2.675,147.827,-94.36,-155.579,None
0.6709999999999999,0.304,2.224,140.991,-150.81799999999996,-148.92600000000004,None
0.853,0.344,0.983,127.136,-205.872,-145.02,None
0.933,0.446,-0.621,95.032,-238.953,-139.099,None
0.777,0.325,-1.917,44.983,-234.436,-126.465,None
0.541,0.319,-2.739,42.847,-191.956,-113.77,None
0.362,0.591,-3.032,37.354,-130.127,-97.778,None
0.29600000000000004,0.633,-2.99,17.517,-66.16199999999999,-67.81,None
0.11,0.653,-2.834,-1.648,-34.241,-34.058,None
0.13,0.5379999999999999,-2.2880000000000003,-42.053,25.391,-14.832,None
0.165,0.279,-1.632,-70.74,69.763,11.047,None
0.18600000000000005,0.131,-0.988,-95.642,101.196,27.039,None
0.219,0.035,-0.292,-103.699,122.437,34.424,None
0.245,0.122,0.484,-118.408,131.958,34.424,None
0.231,0.321,1.408,-135.803,126.221,33.386,None
0.213,0.469,1.866,-138.977,100.586,33.325,None
0.21,1.135,2.612,-128.05200000000002,81.36,36.987,None
0.221,1.7519999999999998,2.8510000000000004,-115.845,28.625,63.17100000000001,None
0.413,1.808,2.597,-94.299,-17.029,110.229,None
0.684,1.668,2.141,-84.839,-57.37300000000001,157.654,None
0.847,1.445,2.002,-88.56200000000003,-80.444,208.252,None
1.224,0.665,2.029,-95.276,-90.759,229.431,None
1.5659999999999998,-0.314,2.125,-128.296,-117.126,260.315,3beats_2
1.93,-0.802,1.834,-137.207,-154.785,271.301,None
2.292,-0.967,0.981,-128.05200000000002,-185.486,285.217,None
2.681,-1.56,0.188,-75.623,-182.678,309.204,None
3.026,-2.729,-0.529,-47.729,-165.649,322.083,None
2.8680000000000003,-4.0,-1.154,-43.152,-132.446,302.673,None
2.483,-4.0,-1.331,-62.43899999999999,-86.304,233.521,None
2.041,-4.0,-2.734,-69.51899999999999,-26.55,138.672,None
1.91,-4.0,-4.0,-49.377,56.03,35.95,None
1.824,-3.902,-0.695,-66.65,36.377,-35.522,None
1.516,-2.619,-3.495,-97.717,85.022,-65.43,None
1.6369999999999998,-1.371,-0.959,-74.95100000000002,94.421,-105.408,None
1.5719999999999998,-0.633,-0.862,-66.28399999999999,110.413,-120.911,None
1.345,-0.071,-1.412,-81.97,115.295,-116.15,None
1.34,0.568,-1.97,-66.895,138.062,-105.286,None
1.416,0.986,-2.076,-21.362,183.289,-82.09200000000001,None
1.547,1.19,-2.209,-15.93,239.075,-41.01600000000001,None
1.891,1.051,-1.965,-11.963,297.546,-4.944,None
2.32,0.865,-1.005,-17.883,348.9380000000001,28.809,None
2.507,0.224,0.563,-15.380999999999998,376.831,61.035,None
2.699,-0.043,1.515,-11.597,377.319,70.374,None
2.573,-0.619,3.58,-5.066,346.13,79.65100000000002,None
2.207,-1.104,4.0,11.597,268.555,77.393,None
1.816,-1.723,4.0,27.405,158.875,68.90899999999999,None
1.544,-2.227,3.446,7.935,57.25100000000001,48.462,None
1.508,-2.257,2.839,-0.8540000000000001,-3.6010000000000004,15.32,None
1.4280000000000002,-1.847,1.596,-7.751,-20.874,0.6709999999999999,None
1.379,-1.405,0.607,3.052,-29.968000000000004,-12.024,None
1.3769999999999998,-1.163,0.183,0.916,-15.380999999999998,-10.559,None
1.413,-1.369,0.411,8.667,9.705,-0.732,None
1.524,-1.963,1.079,28.076,26.855,2.136,3beats_3
1.6840000000000002,-2.569,1.682,31.86,18.738,-10.01,None
1.788,-3.174,2.077,29.419,-7.751,-35.767,None
2.051,-3.361,2.128,16.052,-45.593,-77.759,None
2.289,-3.499,1.964,27.954,-66.101,-102.051,None
2.455,-3.214,1.551,23.132,-101.44,-153.687,None
2.505,-2.714,1.144,29.297,-124.634,-201.843,None
2.447,-2.033,0.647,51.636,-140.015,-246.46,None
2.361,-1.317,0.14300000000000002,76.477,-143.86,-280.884,None
2.2230000000000003,-0.364,-0.45,86.12100000000002,-139.404,-306.274,None
2.024,0.401,-0.5539999999999999,82.947,-127.075,-316.833,None
1.815,0.833,-0.318,89.72200000000002,-117.92,-317.871,None
1.609,1.258,-0.229,91.248,-110.474,-305.725,None
1.338,1.6840000000000002,-0.308,79.529,-107.666,-281.128,None
0.976,1.952,-0.388,59.20399999999999,-104.736,-248.108,None
0.752,1.897,-0.544,36.682,-101.624,-204.346,None
0.278,1.6130000000000002,-0.779,20.02,-99.548,-183.411,None
-0.0,1.881,-1.01,-4.456,-89.539,-148.437,None
-0.35100000000000003,1.72,-1.123,-18.799,-77.332,-102.844,None
-0.387,1.504,-1.098,-29.907,-58.594,-61.218,None
-0.353,1.281,-1.187,-43.03,-37.903,-25.757,None
-0.256,1.356,-1.125,-69.336,-4.15,3.784,None
-0.071,1.402,-0.568,-91.614,39.246,38.757,None
0.156,1.212,0.4370000000000001,-100.647,75.134,78.003,None
0.336,0.955,1.721,-107.849,85.876,107.91,None
0.5539999999999999,1.029,2.823,-110.046,60.059,124.756,None
0.684,1.18,3.2030000000000003,-98.145,3.967,151.123,None
0.979,1.0590000000000002,3.28,-101.196,-30.945,169.739,None
1.368,0.583,2.975,-109.558,-96.863,208.13,None
1.794,-0.181,2.279,-82.09200000000001,-146.545,237.488,None
2.022,-0.8640000000000001,1.305,-50.232,-182.861,250.183,None
2.101,-1.337,0.51,-23.132,-203.979,254.517,None
2.157,-1.919,-0.11,-4.0280000000000005,-212.219,251.526,None
2.188,-2.532,-0.905,7.385,-205.261,237.732,None
2.139,-2.925,-1.1909999999999998,6.775,-190.247,213.928,None
1.918,-3.577,-1.884,5.249,-142.334,174.072,None
1.5730000000000002,-3.81,-2.63,-0.6709999999999999,-122.009,151.245,None
1.318,-3.189,-3.974,-8.606,-37.964,106.506,None
1.071,-2.5540000000000003,-4.0,9.705,55.237,70.862,None
1.741,-3.135,-3.192,62.988,183.777,44.37300000000001,None
1.717,-2.865,1.189,20.813,185.12,5.066,None
1.294,-1.856,1.132,-82.275,131.775,-27.1,None
1.005,-0.917,0.918,-127.808,73.975,-50.476000000000006,None
