aX,aY,aZ,gX,gY,gZ,label
1.509,1.051,1.106,-50.17100000000001,-2.075,309.509,None
1.992,-0.006999999999999999,1.171,-26.001,-4.761,329.102,None
2.149,-0.58,1.218,19.348,-20.203,350.586,None
2.408,-1.709,0.907,25.085,-29.785,352.112,None
2.424,-2.5810000000000004,0.6729999999999999,16.785,-41.199,334.778,None
2.38,-3.029,0.6,7.812,-42.358,320.435,None
2.174,-3.862,0.63,5.249,-39.246,277.405,None
2.072,-4.0,0.546,5.432,-37.903,247.803,None
1.7380000000000002,-4.0,0.293,7.4460000000000015,-31.128,180.847,None
1.548,-4.0,0.172,2.502,-7.751,106.018,None
1.317,-3.774,-0.12,-10.62,-4.944,69.39699999999999,None
1.123,-3.017,-0.001,-22.888,6.287000000000001,8.911,None
1.017,-2.528,-0.348,-35.583,13.184,-11.475,None
1.147,-1.592,-0.361,-36.316,33.142,-39.124,None
0.936,-1.095,0.54,2.563,22.644,-53.833,None
0.931,-0.913,0.29600000000000004,3.723,16.663,-49.438,None
0.919,-0.502,0.142,-8.972000000000003,3.845,-37.659,None
0.893,-0.391,0.068,-10.986,-2.258,-29.846,None
0.935,-0.436,-0.134,-8.789,-7.5070000000000014,-11.597,None
0.922,-0.7140000000000001,-0.61,4.211,-1.2819999999999998,0.305,None
0.993,-0.957,-0.947,4.333,6.348,2.563,None
1.005,-1.243,-1.408,-5.676,32.166,-2.747,None
1.019,-1.351,-1.492,-18.188,51.208,-8.179,None
1.132,-1.45,-1.933,-52.185,100.159,-26.611,None
1.3230000000000002,-1.258,-2.007,-82.336,155.029,-51.697,None
1.45,-1.069,-1.644,-84.71700000000001,184.875,-64.27,None
1.6369999999999998,-0.653,-0.913,-81.238,231.384,-83.557,None
1.768,-0.219,-0.146,-70.557,262.268,-92.346,None
1.7819999999999998,-0.006,0.252,-63.599,272.4,-93.201,None
1.7280000000000002,0.257,1.137,-52.063,280.64,-85.51,None
1.6269999999999998,0.319,1.594,-31.921,269.28700000000003,-71.289,None
1.394,0.403,2.326,-20.752,253.967,-62.5,None
1.141,0.487,2.416,0.8540000000000001,212.036,-40.161,None
1.075,0.441,2.335,14.954,190.491,-26.672,None
1.01,-0.126,2.116,47.913,151.611,-2.258,None
1.015,-0.564,2.262,59.143,132.019,4.822,None
1.016,-1.094,2.536,52.612,85.999,4.7,None
1.052,-1.161,2.677,42.786,60.364,2.319,None
1.016,-1.18,2.619,32.043,17.822,1.2819999999999998,None
1.0759999999999998,-1.481,2.257,28.564,3.662,-0.305,None
1.093,-1.609,2.212,15.747,-12.329,-8.24,None
1.13,-1.757,1.877,-3.723,-38.086,-15.93,3beats_1
1.119,-1.845,1.507,-10.742,-55.054,-29.785,None
1.136,-1.943,1.3769999999999998,-12.146,-58.044,-36.804,None
1.143,-2.0,1.232,-16.052,-59.448,-53.589,None
1.163,-1.97,1.288,-16.357,-59.57,-62.622,None
1.261,-1.974,1.594,-8.545,-61.157,-77.515,None
1.288,-1.994,1.747,-3.052,-66.711,-85.571,None
1.358,-1.853,1.759,14.404000000000002,-89.111,-105.347,None
1.362,-1.767,1.689,25.757,-112.183,-123.413,None
1.406,-1.731,1.658,30.212,-123.962,-132.507,None
1.467,-1.6909999999999998,1.426,26.245,-150.879,-156.311,None
1.491,-1.537,1.233,20.752,-164.368,-170.65400000000002,None
1.509,-1.134,0.88,15.564,-182.251,-194.824,None
1.501,-0.901,0.6940000000000001,17.456,-188.049,-204.407,None
1.4,-0.47,0.326,17.456,-195.496,-217.773,None
1.317,-0.249,0.081,15.747,-197.449,-221.61900000000003,None
1.108,0.229,-0.35,12.939,-194.458,-224.731,None
0.968,0.444,-0.542,16.052,-180.908,-216.675,None
0.6970000000000001,0.792,-0.77,17.761,-173.706,-209.29,None
0.396,1.055,-0.958,17.944000000000006,-153.442,-186.035,None
0.28800000000000003,1.115,-1.024,18.921,-142.151,-171.387,None
0.029,1.25,-1.163,14.404000000000002,-116.943,-138.123,None
-0.076,1.266,-1.1840000000000002,13.916,-104.004,-121.399,None
-0.278,1.25,-1.083,3.113,-76.355,-84.839,None
-0.334,1.208,-0.954,-4.089,-61.646,-33.264,None
-0.39,0.973,-0.7390000000000001,-15.137,-37.354,-26.306,None
-0.407,0.73,-0.564,-29.419,-21.484,0.7929999999999999,None
-0.404,0.6509999999999999,-0.475,-37.781,-14.832,11.23,None
-0.336,0.581,-0.275,-49.927,-2.991,28.015,None
-0.259,0.664,-0.048,-59.631,8.057,42.969,None
-0.222,0.7120000000000001,0.096,-63.416,13.611,51.636,3beats_2
-0.156,0.7490000000000001,0.398,-62.683,22.278,70.618,None
-0.121,0.768,0.574,-64.941,24.78,79.59,None
-0.06,0.89,0.877,-68.542,22.278,95.215,None
-0.019,1.022,1.004,-73.85300000000002,10.925,111.45,None
0.146,1.459,0.978,-83.74,2.441,121.765,None
0.442,1.993,0.644,-89.355,-9.888,153.625,None
0.6409999999999999,2.233,0.35200000000000004,-95.825,-12.329,176.08599999999996,None
1.136,2.294,0.107,-100.525,2.563,235.046,None
1.466,1.998,0.253,-90.515,17.151,268.311,None
2.138,1.052,0.672,-56.702,35.706,327.6980000000001,None
2.486,0.578,0.938,-32.959,37.537,351.0130000000001,None
2.915,-0.797,1.046,34.241,32.532,384.644,None
3.065,-1.564,1.263,70.251,24.231,394.531,None
3.168,-3.4,1.368,94.482,-0.977,379.395,None
3.028,-4.0,1.305,83.618,-17.517,356.079,None
2.718,-4.0,0.909,36.377,-40.588,276.428,None
2.427,-4.0,0.531,7.324,-46.143,230.469,None
1.979,-4.0,-0.264,-30.762,-38.025,129.639,None
1.777,-4.0,-0.568,-37.781,-27.344,83.069,None
1.389,-4.0,-2.574,-32.715,18.982,3.479,None
1.291,-3.646,0.6829999999999999,-17.212,52.612,-67.322,None
1.391,-2.963,0.722,-27.283,60.791,-103.21,None
1.271,-1.713,0.949,-84.045,34.729,-124.573,None
1.1740000000000002,-1.082,1.234,-102.173,16.785,-131.714,None
0.982,-0.215,0.688,-93.018,-24.658,-126.038,None
0.935,-0.179,-0.168,-64.148,-27.161,-100.525,None
0.919,-0.225,-1.469,-51.758,-18.188,-88.867,None
0.88,0.12,-1.422,-51.941,4.333,-63.538,None
0.894,0.188,-1.518,-45.593,43.152,-41.26,None
0.988,-0.05,-1.525,15.32,59.937,-32.715,None
1.187,-0.327,-1.7919999999999998,16.235,102.6,-16.479,None
1.264,-0.466,-1.903,5.737,123.108,-10.01,None
1.463,-0.627,-1.931,-21.179,175.537,-6.165,None
1.5619999999999998,-0.614,-1.818,-32.043,203.796,-7.751,None
1.824,-0.4270000000000001,-1.26,-44.006,257.324,-14.099,None
1.98,-0.31,-0.37,-19.958,298.401,-13.611,None
2.052,-0.421,0.171,-0.183,313.3540000000001,-9.216,None
2.0540000000000003,-0.5489999999999999,1.172,27.344,320.129,-6.042000000000002,None
2.0,-0.59,1.628,27.1,304.382,-3.235,None
1.857,-0.727,2.525,16.357,288.269,-1.648,None
1.63,-1.006,3.431,-6.47,241.882,1.2819999999999998,None
1.476,-1.25,3.758,-19.897,210.51,1.038,None
1.132,-1.679,3.985,-42.847,131.836,-10.742,None
1.052,-1.7480000000000002,3.906,-39.978,93.262,-22.461,None
0.911,-1.663,3.102,-33.325,19.531,-48.035,None
0.868,-1.525,2.553,-33.386,-34.058,-68.115,None
0.7809999999999999,-1.199,1.473,-30.701,-48.95,-74.036,None
0.737,-0.983,0.866,-27.1,-56.702,-77.209,None
0.695,-0.915,0.6729999999999999,-25.146,-56.458,-75.806,None
0.672,-1.007,0.39,-17.517,-47.729,-68.298,None
0.711,-1.159,0.503,-11.963,-40.344,-64.514,None
0.809,-1.55,1.273,10.742,-37.842,-62.073,None
0.905,-1.825,1.503,23.987,-41.13800000000001,-65.063,None
1.121,-2.313,1.751,38.086,-56.76300000000001,-82.214,None
1.229,-2.441,1.817,29.907,-71.35,-109.436,None
1.4509999999999998,-2.5610000000000004,1.318,21.973000000000006,-75.378,-124.817,None
1.589,-2.079,1.413,-7.385,-95.52,-156.372,None
1.564,-1.661,1.602,-20.386,-109.497,-168.335,None
1.515,-0.932,2.0,-15.137,-142.029,-177.551,3beats_3
1.5,-0.767,2.004,-8.179,-162.964,-179.26,None
1.523,-0.835,1.501,-3.235,-209.961,-186.462,None
1.5219999999999998,-0.843,1.024,0.977,-227.295,-191.956,None
1.474,-0.5479999999999999,-0.052000000000000005,1.3430000000000002,-241.821,-199.585,None
1.396,-0.302,-0.552,-4.761,-235.779,-198.547,None
1.089,0.355,-1.4880000000000002,-6.104,-224.915,-194.275,None
0.705,1.234,-2.12,-5.615,-182.861,-168.762,None
0.458,1.618,-2.539,10.62,-124.023,-121.46,None
-0.119,3.185,-3.014,13.123,-84.10600000000002,-82.825,None
-0.4370000000000001,4.0,-4.0,46.753,11.597,39.856,None
-0.122,2.196,-2.638,147.156,46.692,83.74,None
0.173,-0.594,-2.502,243.103,100.464,105.347,None
0.535,-1.907,-1.121,202.82,110.657,102.478,None
0.181,-2.847,1.21,39.246,79.712,70.068,None
0.08800000000000001,-2.529,0.7879999999999999,-3.662,58.044,44.006,None
0.08900000000000001,-1.88,0.8240000000000001,-48.035,21.179,-7.141,None
0.071,-1.372,0.897,-65.247,0.61,-44.556,None
-0.033,-0.117,-0.07400000000000001,-94.177,-22.827,-50.72,None
-0.113,0.6409999999999999,0.064,-119.263,-20.203,-44.739,None
-0.185,1.102,0.295,-127.38,-19.043,-38.452,None
-0.217,1.69,0.536,-117.981,-9.766,-6.5310000000000015,None
-0.177,1.776,1.007,-104.858,-10.254,12.878,None
-0.025,1.913,1.311,-73.975,-21.912,55.969,None
0.112,1.964,1.279,-60.12,-27.771,80.933,None
0.45,2.01,1.13,-62.256,-40.1,134.583,None
0.621,1.934,1.067,-62.86600000000001,-46.50899999999999,192.932,None
1.021,1.492,0.971,-55.237,-48.706,219.727,None
1.4169999999999998,0.901,0.934,-34.302,-52.063,262.634,None
1.6569999999999998,0.655,0.898,-29.175,-53.772,279.541,None
2.119,0.508,0.573,-31.128,-59.50899999999999,306.335,None
2.354,0.361,0.392,-28.015,-58.105,322.876,None
2.759,-0.415,-0.005,-6.409,-48.157,357.605,None
2.883,-1.101,-0.165,25.452,-28.076,371.704,None
2.932,-2.463,-0.8059999999999999,38.81800000000001,-16.235,364.929,None
2.77,-3.728,-0.361,67.2,-6.165,318.665,None
2.529,-4.0,-0.298,82.275,-3.662,283.691,None
2.164,-4.0,-0.545,50.354,8.484,202.454,None
2.003,-4.0,-0.136,29.602,13.306,160.4,None
1.707,-3.91,1.469,-22.705,-12.755999999999998,82.397,None
1.666,-3.4210000000000003,1.41,-29.541,-28.442,16.968,None
1.5419999999999998,-2.547,0.961,-43.518,-59.875,-2.625,None
1.4269999999999998,-1.7619999999999998,0.568,-72.937,-78.979,-33.813,None
1.355,-1.422,0.336,-80.811,-85.75399999999998,-42.236,None
1.216,-0.993,-0.277,-82.15299999999998,-90.698,-44.556,None
1.138,-0.927,-0.63,-70.251,-86.609,-43.03,None
1.177,-1.053,-1.266,-35.095,-66.77199999999999,-40.527,None
1.074,-1.3130000000000002,-1.829,-18.066,-36.194,-47.485,None
1.063,-1.288,-2.026,-24.292,-15.564,-54.077,None
1.094,-1.19,-2.374,-36.438,37.048,-64.697,None
1.159,-1.107,-2.267,-71.35,93.262,-76.172,None
1.3019999999999998,-1.0659999999999998,-2.045,-67.566,122.009,-83.557,None
1.457,-0.843,-1.6569999999999998,-61.462,169.61700000000005,-97.595,None
1.577,-0.521,-1.098,-62.622,209.473,-109.07,None
1.631,-0.359,-0.6970000000000001,-65.247,225.647,-112.122,None
1.63,0.006999999999999999,0.163,-58.472,245.667,-112.488,None
1.551,0.31,0.86,-39.612,250.916,-102.417,None
1.528,0.535,1.117,-32.166,248.535,-94.604,None
1.394,0.675,1.654,-14.954,238.892,-69.458,None
1.301,0.715,1.927,-13.245,229.919,-54.871,None
1.131,0.49,2.465,-2.197,202.026,-24.658,3beats_1
1.05,0.297,2.732,3.113,182.861,-0.6709999999999999,None
0.97,-0.127,2.9810000000000003,20.325,132.69,8.545,None
0.918,-0.358,2.942,24.109,104.553,15.93,None
0.916,-0.855,2.674,26.917,52.795,24.536,None
0.949,-1.057,2.465,25.452,29.968000000000004,24.536,None
1.055,-1.337,2.084,10.01,-8.484,18.433,None
1.089,-1.414,1.816,3.235,-24.292,14.099,None
1.131,-1.682,1.354,5.5539999999999985,-42.114,6.5310000000000015,None
1.155,-1.837,1.203,14.038,-45.288,0.7929999999999999,None
1.24,-2.101,1.068,24.719,-45.471,-15.137,None
1.2819999999999998,-2.204,1.115,22.4,-44.37300000000001,-36.865,None
1.358,-2.417,1.357,17.456,-45.898,-49.438,None
1.5119999999999998,-2.55,1.541,13.428,-56.274,-78.55199999999998,None
1.5830000000000002,-2.539,1.595,10.01,-66.895,-95.459,None
1.594,-2.438,1.477,10.559,-92.102,-132.019,None
1.6469999999999998,-2.338,1.342,8.667,-100.22,-148.315,None
1.67,-1.96,1.114,11.108,-114.746,-181.946,None
1.653,-1.689,1.005,11.414,-121.887,-197.815,None
1.592,-1.252,0.937,17.578,-132.629,-221.558,None
1.5719999999999998,-1.042,0.867,20.691,-143.127,-238.403,None
1.516,-0.583,0.775,15.625,-151.428,-244.019,None
1.4169999999999998,-0.033,0.52,4.6389999999999985,-167.297,-250.24400000000003,None
1.324,0.212,0.34700000000000003,-0.61,-172.546,-248.169,None
1.142,0.585,0.049,1.465,-178.345,-238.22,None
1.022,0.799,-0.223,4.456,-177.734,-229.675,None
0.696,1.295,-0.831,3.6010000000000004,-172.11900000000003,-204.895,None
0.513,1.404,-1.079,-0.4270000000000001,-164.49,-186.34,None
0.166,1.5659999999999998,-1.166,9.216,-146.30100000000004,-147.888,None
-0.235,1.208,-1.075,32.41,-120.117,-105.225,None
-0.16699999999999998,1.158,-1.067,28.564,-109.741,-89.661,3beats_2
-0.29100000000000004,0.7390000000000001,-0.979,13.855,-81.97,-49.194,None
-0.371,0.649,-0.997,7.324,-73.669,-35.4,None
-0.314,0.29,-0.923,-4.578,-52.002,-12.695,None
-0.322,0.16399999999999998,-0.918,-21.057,-31.982,0.977,None
-0.289,0.003,-0.923,-34.851,-19.897,6.104,None
-0.262,0.005,-0.867,-68.78699999999999,5.188,13.062,None
-0.187,-0.025,-0.732,-79.773,20.935,19.043,None
-0.202,0.25,-0.479,-96.008,46.875,18.494,None
-0.109,0.373,-0.024,-104.187,71.655,30.09,None
-0.046,0.522,0.277,-104.126,82.15299999999998,36.499,None
0.035,0.7609999999999999,0.79,-113.159,88.62299999999998,48.279,None
0.17600000000000002,1.01,1.149,-138.062,87.524,56.702,None
0.146,1.3869999999999998,1.761,-151.672,75.98899999999998,79.834,None
0.256,1.52,2.01,-150.269,65.796,98.389,None
0.44,1.735,2.143,-128.54,34.729,139.465,None
0.5870000000000001,1.6969999999999998,2.092,-109.192,20.569000000000006,164.673,None
0.907,1.123,1.897,-74.646,-3.784,218.689,None
1.045,0.768,1.763,-60.181,-13.977,239.685,None
1.395,0.159,1.4380000000000002,-37.781,-31.982,268.921,None
1.505,-0.018000000000000002,1.204,-25.085,-40.771,279.846,None
1.82,-0.5479999999999999,0.847,9.888,-46.20399999999999,299.377,None
1.912,-0.8109999999999999,0.648,26.978,-45.776,306.091,None
2.021,-1.423,0.453,77.209,-44.25,309.57,None
2.028,-1.741,0.348,93.994,-43.88399999999999,301.392,None
1.956,-2.484,-0.321,93.689,-41.87,289.7340000000001,None
1.746,-3.469,-1.359,65.369,-19.592,248.169,None
1.578,-3.689,-1.611,38.025,-1.892,218.628,None
1.584,-3.215,-0.867,-47.852,47.54600000000001,150.879,None
1.068,-2.6860000000000004,0.362,-90.881,40.283,126.16,3beats_3
1.259,-2.354,0.084,-42.297,68.298,89.661,None
1.131,-2.312,1.107,-13.672,60.12,72.51,None
1.134,-2.532,0.496,27.71,52.734,35.4,None
1.081,-2.265,0.081,-5.127000000000002,42.48,9.399,None
1.008,-1.416,-0.157,-77.393,36.926,1.2819999999999998,None
1.0,-0.973,0.225,-76.538,31.433000000000003,-7.263,None
0.928,-0.979,0.093,-70.49600000000002,28.259,-8.301,None
0.92,-0.887,-0.775,-56.335,33.203,-13.733,None
0.964,-0.79,-1.085,-46.57,44.006,-16.235,None
1.054,-0.675,-1.046,1.709,71.533,-19.958,None
1.143,-0.8590000000000001,-0.978,46.753,103.21,-20.874,None
1.169,-0.949,-1.005,56.396,116.455,-22.095,None
1.296,-0.963,-1.029,46.692,150.085,-26.001,None
1.35,-0.847,-0.8540000000000001,25.391,164.49,-28.137,None
1.456,-0.445,-0.488,-18.188,193.481,-29.724,None
1.496,-0.232,-0.259,-28.992,205.505,-29.48,None
1.5419999999999998,0.051,0.205,-25.574,224.548,-23.071,None
1.57,0.023,0.748,-8.362,232.483,-7.874,None
1.555,-0.116,1.02,-1.221,230.591,0.122,None
1.481,-0.478,1.499,2.991,214.233,9.766,None
1.4269999999999998,-0.61,1.676,1.77,200.195,9.949,None
1.336,-0.833,1.841,-5.5539999999999985,166.382,4.395,None
1.293,-0.884,1.892,-15.686,147.644,-0.4270000000000001,None
1.272,-1.0659999999999998,1.812,-33.936,111.328,-10.01,None
1.228,-1.102,1.818,-58.35,93.689,-15.747,None
1.272,-1.339,1.52,-62.012,63.416,-29.785,None
1.259,-1.642,0.994,-67.505,51.147,-50.476000000000006,None
1.425,-1.926,0.542,-85.693,47.913,-62.805,None
1.307,-1.07,1.411,-147.461,32.166,-74.34100000000002,None
1.275,-1.109,1.551,-134.52100000000002,27.893,-75.623,None
1.248,-1.098,1.796,-103.638,7.568,-76.59899999999998,None
1.229,-1.0490000000000002,2.042,-101.501,-8.423,-78.247,None
1.257,-1.062,2.335,-95.825,-47.852,-81.055,None
1.27,-1.098,2.405,-90.698,-69.031,-80.872,None
1.328,-1.381,2.199,-52.368,-108.093,-83.92299999999999,None
1.341,-1.4280000000000002,2.031,-27.466,-145.386,-93.811,None
1.422,-1.491,1.602,-17.7,-161.072,-100.342,None
1.359,-1.315,1.053,-24.17,-187.683,-116.089,None
1.318,-1.207,0.7829999999999999,-34.912,-195.312,-120.911,None
1.229,-0.956,0.32,-49.805,-200.134,-125.977,None
1.151,-0.904,0.161,-42.175,-196.838,-126.831,None
1.034,-0.85,-0.073,-18.372,-181.396,-130.371,None
0.964,-0.759,-0.125,-8.85,-163.513,-135.803,None
0.865,-0.5529999999999999,-0.159,-7.5070000000000014,-155.151,-137.756,None
0.737,-0.44,0.035,-1.16,-141.66299999999995,-137.695,None
0.7170000000000001,-0.425,0.103,6.104,-137.57299999999998,-138.672,None
0.601,-0.336,0.117,2.6860000000000004,-139.465,-140.015,None
0.568,-0.329,-0.039,5.5539999999999985,-143.127,-142.21200000000005,None
0.496,-0.294,-0.109,-3.967,-143.86,-143.005,None
0.3720000000000001,-0.16699999999999998,-0.404,-11.963,-144.89700000000005,-142.395,None
0.404,-0.08,-0.5920000000000001,-14.343,-133.72799999999998,-136.414,None
0.106,0.027000000000000003,-0.758,-26.611,-125.61,-132.812,None
-0.036000000000000004,0.061,-0.851,-25.208,-101.196,-119.568,None
-0.018000000000000002,0.255,-0.851,-16.846,-76.721,-105.835,None
-0.24,0.3,-0.954,-21.545,-65.918,-98.022,None
-0.141,0.584,-0.715,-15.808,-38.452,-81.97,None
-0.337,0.721,-0.6609999999999999,-38.452,-15.198,-59.021,None
-0.265,0.981,-0.394,-31.555,-5.4929999999999986,-44.128,None
-0.407,1.172,-0.131,-41.382,8.484,-13.977,None
-0.253,1.337,0.013,-43.64,19.531,18.127,3beats_1
-0.207,1.5930000000000002,0.18,-43.091,22.461,37.781,None
-0.07,1.761,0.312,-38.025,26.55,81.665,None
0.033,1.753,0.344,-32.471,28.32,105.286,None
0.235,1.648,0.392,-45.349,29.114,151.79399999999995,None
0.365,1.564,0.43,-51.453,29.907,173.828,None
0.6809999999999999,1.598,0.326,-69.214,28.442,213.928,None
0.915,1.739,0.192,-81.543,29.175,233.826,None
1.54,1.901,0.056,-70.801,46.265,282.654,None
1.944,1.643,0.22,-48.157,60.486,314.27,None
2.679,0.329,0.892,20.508000000000006,77.393,376.343,None
2.909,-0.547,1.216,59.937,75.134,397.4,None
3.073,-1.465,1.372,123.413,49.86600000000001,405.945,None
3.15,-3.3,1.123,141.724,32.532,390.80800000000005,None
3.003,-4.0,0.912,151.245,20.996,367.187,None
2.571,-4.0,0.753,103.821,10.498,284.79,None
2.2230000000000003,-4.0,0.8340000000000001,36.194,5.432,216.858,None
1.69,-4.0,1.036,-75.867,-5.859,64.02600000000001,None
1.5519999999999998,-4.0,0.976,-97.778,-12.512,3.235,None
1.356,-2.639,0.512,-102.173,-21.545,-71.289,None
1.247,-1.661,-0.068,-100.525,-19.958,-89.417,None
1.023,-0.816,-0.642,-27.222,-1.77,-91.187,None
0.705,-0.836,-0.648,30.334,7.4460000000000015,-77.271,None
0.675,-0.748,-0.6509999999999999,33.447,13.184,-69.214,None
0.696,-0.8220000000000001,-0.277,45.471,20.325,-59.99800000000001,None
0.632,-0.633,-0.064,32.837,16.785,-58.105,None
0.5710000000000001,-0.241,-0.1,8.057,5.432,-52.856,None
0.585,-0.149,-0.396,-3.052,4.089,-42.297,None
0.599,0.05,-1.256,-14.220999999999998,11.169,-35.156,None
0.782,-0.017,-2.475,8.789,40.894,-20.386,None
0.964,-0.094,-2.821,26.489,69.946,-11.169,3beats_2
1.24,-0.544,-3.104,40.71,141.113,5.981,None
1.491,-0.8290000000000001,-2.964,34.241,187.256,10.864,None
1.969,-1.267,-1.929,19.226,271.851,5.737,None
2.162,-1.341,-1.187,13.428,329.468,-12.024,None
2.353,-1.195,0.3720000000000001,12.695,343.689,-22.827,None
2.246,-0.8640000000000001,1.85,17.822,343.079,-37.964,None
2.112,-0.685,2.484,18.188,328.491,-41.74800000000001,None
1.713,-0.4270000000000001,3.426,7.263,276.91700000000003,-39.429,None
1.368,-0.35,3.697,-0.488,242.615,-35.706,None
1.305,-0.29100000000000004,3.634,-22.217,171.753,-24.597,None
1.029,-0.11,3.544,-43.701,107.422,-12.146,None
0.918,-0.752,1.885,-19.531,89.539,-4.944,None
0.965,-1.877,1.161,16.724,77.148,-12.024,None
0.906,-1.487,2.28,10.132,56.519,-14.587,None
0.7829999999999999,-1.064,3.093,-6.714,14.16,-14.954,None
0.807,-1.114,2.8560000000000003,-2.502,-15.808,-14.038,None
0.763,-1.096,1.818,-31.25,-62.256,-18.25,None
0.775,-1.108,1.423,-45.349,-75.806,-17.822,None
0.753,-1.27,0.579,-50.78100000000001,-86.365,-17.456,None
0.758,-1.297,0.11,-44.25,-68.542,-19.653,None
0.8109999999999999,-1.381,0.114,-25.635,-52.673,-17.7,None
0.953,-1.788,1.328,-12.512,-36.621,-21.545,None
1.029,-2.073,1.855,0.183,-41.077,-29.358,None
1.27,-2.422,1.983,20.874,-56.94600000000001,-51.941,None
1.411,-2.506,1.891,18.372,-73.303,-66.406,None
1.484,-2.502,1.7990000000000002,2.014,-112.122,-101.563,None
1.557,-2.497,1.717,0.488,-127.441,-117.126,None
1.663,-2.229,1.591,-4.15,-153.99200000000005,-152.1,None
1.683,-1.978,1.4980000000000002,-27.893,-182.373,-182.495,3beats_3
1.633,-1.4269999999999998,1.054,-33.325,-196.411,-193.054,None
1.509,-0.8540000000000001,0.588,-25.574,-211.304,-207.825,None
1.4369999999999998,-0.642,0.392,-17.029,-215.21,-212.341,None
1.305,-0.213,-0.001,-0.61,-219.604,-220.032,None
1.225,-0.012,-0.261,1.648,-220.52,-221.436,None
0.971,0.27,-0.868,-12.085,-212.952,-214.05,None
0.667,0.579,-1.3130000000000002,-18.188,-198.914,-206.116,None
0.521,0.7909999999999999,-1.5019999999999998,-21.545,-184.387,-197.754,None
0.168,1.342,-1.75,-31.494,-154.114,-175.171,None
-0.156,1.6869999999999998,-1.882,-49.56100000000001,-118.286,-138.733,None
-0.31,1.819,-1.822,-66.528,-99.548,-116.821,None
-0.449,1.827,-1.474,-104.858,-63.477,-67.2,None
-0.493,1.595,-1.146,-128.47899999999998,-30.945,-18.127,None
-0.483,1.38,-1.003,-119.446,-14.954,2.991,None
-0.35700000000000004,0.999,-0.948,-75.928,15.93,35.095,None
-0.227,0.677,-0.774,-61.096,45.959,56.824,None
-0.145,0.62,-0.564,-63.049,59.875,63.049,None
0.008,0.484,0.025,-55.542,81.90899999999998,73.914,None
0.035,0.39,0.212,-62.317,88.56200000000003,77.942,None
0.136,0.618,1.058,-85.876,84.839,82.031,None
0.174,0.787,1.244,-94.238,80.872,83.92299999999999,None
0.247,1.171,1.265,-99.854,61.707,95.886,None
0.32299999999999995,1.634,1.177,-109.436,55.725,102.661,None
0.63,2.314,0.924,-126.953,44.495,135.498,None
0.785,2.6710000000000003,0.621,-133.545,43.518,160.095,None
1.348,2.755,0.465,-125.732,66.04,229.248,None
