aX,aY,aZ,gX,gY,gZ,,,,
-0.771,0.467,-0.471,-34.363,28.564,18.25,,,,
-0.776,0.463,-0.467,-35.156,28.564,18.677,,,,
-0.788,0.459,-0.506,-36.56,27.893,18.921,,,,
-0.795,0.456,-0.557,-39.673,27.344,19.287,,,,
-0.798,0.453,-0.609,-46.204,28.015,20.081,,,,
-0.799,0.454,-0.652,-56.458,29.48,20.813,,,,
-0.798,0.457,-0.688,-70.74,31.433,21.851,,,,
-0.787,0.463,-0.7,-86.975,34.241,23.071,,,,
-0.775,0.471,-0.697,-102.173,37.659,24.414,,,,
-0.765,0.479,-0.703,-115.417,40.649,25.696,,,,
-0.762,0.492,-0.689,-127.502,43.823,27.283,,,,
-0.748,0.485,-0.672,-133.423,47.424,28.748,,,,
-0.741,0.501,-0.648,-137.085,50.171,29.968,,,,
-0.75,0.501,-0.62,-135.986,53.162,30.945,,,,
-0.766,0.495,-0.613,-132.08,55.847,32.593,,,,
-0.779,0.466,-0.607,-131.592,58.289,34.546,,,,
-0.792,0.435,-0.605,-137.634,60.913,36.377,,,,
-0.8,0.414,-0.597,-151.245,63.965,37.964,,,,
-0.804,0.397,-0.587,-171.692,66.65,39.551,,,,
-0.807,0.39,-0.564,-198.486,68.909,41.138,,,,
-0.788,0.374,-0.535,-223.267,70.923,42.48,,,,
-0.781,0.362,-0.502,-244.324,72.388,42.908,,,,
-0.783,0.331,-0.47,-260.62,73.853,43.335,,,,
-0.795,0.306,-0.431,-275.757,74.707,42.969,,,,
-0.808,0.293,-0.355,-283.63,75.256,42.114,,,,
-0.798,0.258,-0.312,-271.057,75.134,40.588,,,,
-0.802,0.219,-0.287,-251.77,74.158,38.94,,,,
-0.822,0.186,-0.288,-238.831,71.655,37.781,,,,
-0.844,0.165,-0.301,-233.521,69.336,36.804,,,,
-0.835,0.162,-0.318,-233.826,67.505,36.072,,,,
-0.856,0.151,-0.324,-234.07,66.528,35.583,,,,
-0.866,0.134,-0.333,-237.427,65.979,35.339,,,,
-0.857,0.14,-0.326,-247.131,65.308,34.973,,,,
-0.857,0.14,-0.311,-256.042,65.247,34.729,,,,
-0.906,0.138,-0.311,-263.123,65.063,34.485,,,,
-0.862,0.151,-0.294,-269.47,64.514,34.424,,,,
-0.84,0.146,-0.244,-265.076,64.88,34.79,,,,
-0.835,0.132,-0.176,-248.169,65.552,34.973,,,,
-0.843,0.101,-0.139,-223.755,64.697,35.828,,,,
-0.848,0.069,-0.12,-203.064,62.195,37.231,,,,
-0.858,0.035,-0.117,-184.143,59.753,38.574,,,,
-0.868,0.003,-0.129,-164.246,57.922,39.551,,,,
-0.865,-0.029,-0.166,-150.574,56.396,40.527,,,,
-0.866,-0.05,-0.191,-148.254,55.237,41.443,,,,
-0.874,-0.061,-0.213,-151.733,54.81,42.603,,,,
-0.882,-0.071,-0.231,-162.537,54.626,43.945,,,,
-0.894,-0.086,-0.256,-183.105,54.382,45.654,,,,
-0.898,-0.087,-0.269,-210.266,54.871,47.485,,,,
-0.887,-0.082,-0.233,-237.122,56.213,49.316,,,,
-0.859,-0.11,-0.204,-248.84,58.289,50.842,,,,
-0.857,-0.124,-0.149,-255.798,59.937,52.002,,,,
-0.84,-0.174,-0.12,-256.653,60.791,53.284,,,,
-0.811,-0.225,-0.103,-256.714,61.646,52.673,,,,
-0.81,-0.237,-0.064,-266.174,62.5,51.086,,,,
-0.815,-0.272,-0.051,-268.921,63.293,49.011,,,,
-0.843,-0.287,-0.042,-277.893,64.148,46.509,,,,
-0.852,-0.29,0.004,-286.133,65.063,43.701,,,,
-0.851,-0.292,0.08,-284.973,66.895,40.527,,,,
-0.858,-0.295,0.165,-268.982,67.993,36.804,,,,
-0.839,-0.323,0.224,-244.324,68.604,33.63,,,,
-0.814,-0.355,0.261,-222.839,67.749,30.64,,,,
-0.824,-0.373,0.318,-212.891,66.467,27.527,,,,
-0.829,-0.395,0.37,-203.186,64.453,24.658,,,,
-0.82,-0.432,0.39,-185.852,62.134,22.4,,,,
-0.83,-0.485,0.403,-170.776,59.875,19.958,,,,
-0.828,-0.531,0.448,-168.701,57.312,17.822,,,,
-0.833,-0.547,0.506,-165.955,54.016,14.648,,,,
-0.828,-0.567,0.509,-149.658,50.476,10.132,,,,
-0.817,-0.563,0.496,-139.404,46.692,5.005,,,,
-0.826,-0.527,0.499,-147.4,42.297,0.488,,,,
-0.835,-0.485,0.501,-157.41,37.781,-3.235,,,,
-0.845,-0.415,0.5,-159.912,33.63,-6.287,,,,
-0.857,-0.34,0.522,-149.658,30.823,-8.545,,,,
-0.858,-0.313,0.514,-123.596,29.175,-9.521,,,,
-0.852,-0.308,0.526,-100.22,28.015,-9.216,,,,
-0.862,-0.311,0.551,-82.458,26.917,-8.911,,,,
-0.862,-0.324,0.576,-66.65,25.635,-8.911,,,,
-0.859,-0.329,0.575,-59.387,22.888,-9.46,,,,
-0.859,-0.314,0.547,-59.204,19.104,-10.62,,,,
-0.873,-0.303,0.505,-63.538,15.32,-11.414,,,,
-0.887,-0.268,0.479,-72.083,12.329,-12.268,,,,
-0.885,-0.251,0.451,-78.735,10.437,-12.39,,,,
-0.874,-0.234,0.433,-87.463,9.094,-12.085,,,,
-0.867,-0.247,0.4,-102.966,7.141,-11.108,,,,
-0.88,-0.156,0.437,-126.587,5.432,-10.803,,,,
-0.86,-0.167,0.417,-132.874,4.15,-9.033,,,,
-0.907,-0.1,0.433,-137.756,3.052,-8.85,,,,
-0.906,-0.085,0.444,-126.526,3.662,-7.874,,,,
-0.879,-0.069,0.445,-113.831,4.272,-6.653,,,,
-0.884,-0.05,0.437,-104.553,3.967,-5.981,,,,
-0.886,-0.039,0.437,-96.497,4.089,-4.883,,,,
-0.885,-0.03,0.438,-88.44,4.272,-3.296,,,,
-0.879,-0.027,0.429,-78.979,4.883,-1.526,,,,
-0.881,-0.031,0.427,-70.129,5.554,0.244,,,,
-0.867,-0.078,0.376,-63.11,6.836,2.136,,,,
-0.795,-0.087,0.414,-84.778,6.592,4.578,,,,
-0.82,-0.123,0.459,-124.146,6.226,7.996,,,,
-0.977,-0.088,0.415,-131.409,2.808,8.118,,,,
-0.925,-0.067,0.422,-106.812,6.836,7.141,,,,
-0.827,-0.071,0.477,-98.389,9.399,7.08,,,,
-0.839,-0.093,0.483,-89.905,8.789,6.287,,,,
-0.875,-0.088,0.477,-79.102,8.057,4.761,,,,
-0.881,-0.085,0.467,-70.19,8.057,3.784,,,,
-0.885,-0.089,0.462,-60.059,8.484,3.174,,,,
-0.874,-0.095,0.451,-51.636,9.277,2.502,,,,
-0.876,-0.095,0.442,-47.852,10.071,1.831,,,,
-0.879,-0.079,0.442,-47.852,10.742,1.16,,,,
-0.875,-0.066,0.448,-47.363,11.169,0.488,,,,
-0.873,-0.057,0.457,-46.204,11.902,0.183,,,,
-0.874,-0.046,0.474,-45.654,12.268,-0.061,,,,
-0.875,-0.028,0.485,-43.945,12.329,-0.366,,,,
-0.866,-0.022,0.487,-39.795,12.146,-0.977,,,,
-0.864,-0.015,0.506,-38.208,12.085,-0.977,,,,
-0.871,-0.006,0.524,-34.058,11.719,-0.977,,,,
-0.876,-0.002,0.528,-27.1,10.925,-1.038,,,,
-0.87,-0.004,0.523,-19.592,10.437,-0.977,,,,
-0.864,-0.009,0.519,-14.526,9.766,-0.854,,,,
-0.866,-0.01,0.517,-11.902,9.094,-0.793,,,,
-0.877,-0.002,0.51,-9.216,8.423,-0.854,,,,
-0.878,-0.008,0.492,-5.188,7.751,-0.549,,,,
-0.88,-0.007,0.474,-2.014,7.446,-0.549,,,,
-0.875,0.007,0.466,0.061,7.324,-0.671,,,,
-0.871,0.007,0.454,1.77,7.446,-0.854,,,,
-0.875,0.001,0.44,1.587,7.324,-0.427,,,,
-0.878,-0.007,0.433,-0.122,7.446,-0.122,,,,
-0.88,-0.006,0.443,-3.296,7.996,-0.122,,,,
-0.888,0.002,0.444,-5.371,8.24,-0.122,,,,
-0.891,0.012,0.45,-4.944,8.545,-0.183,,,,
-0.887,0.015,0.473,-2.869,9.277,0.122,,,,
-0.884,0.017,0.488,0.488,9.766,0.183,,,,
-0.88,0.017,0.497,3.723,9.827,0.061,,,,
-0.879,0.022,0.508,5.249,9.949,0.061,,,,
-0.883,0.02,0.521,7.141,9.827,0.366,,,,
-0.877,0.015,0.528,8.972,9.644,0.61,,,,
-0.874,0.017,0.54,8.85,9.216,0.671,,,,
-0.871,0.021,0.549,8.057,8.728,0.61,,,,
-0.873,0.026,0.561,5.432,7.935,1.038,,,,
-0.873,0.03,0.566,3.601,7.019,1.343,,,,
-0.87,0.032,0.566,2.747,6.165,1.77,,,,
-0.874,0.04,0.569,0.977,5.249,2.197,,,,
-0.877,0.041,0.574,0.732,4.456,2.808,,,,
-0.869,0.038,0.585,2.625,4.15,3.54,,,,
-0.855,0.032,0.603,4.028,3.601,4.211,,,,
-0.848,0.023,0.61,4.211,2.625,4.944,,,,
-0.849,0.022,0.614,2.808,1.221,5.432,,,,
-0.846,0.018,0.616,0.854,-0.122,5.981,,,,
-0.838,0.018,0.628,-0.488,-1.404,6.714,,,,
-0.833,0.015,0.627,-0.549,-2.686,7.446,,,,
-0.827,0.009,0.621,-0.366,-4.272,8.24,,,,
-0.825,0.007,0.614,-0.366,-5.676,8.728,,,,
-0.822,0,0.604,0.61,-6.714,9.644,,,,
-0.821,-0.008,0.581,2.686,-7.935,10.376,,,,
-0.821,-0.019,0.57,5.127,-8.484,10.803,,,,
-0.817,-0.032,0.557,8.301,-8.789,11.353,,,,
-0.811,-0.046,0.536,12.268,-9.216,11.658,,,,
-0.803,-0.06,0.515,14.832,-9.521,11.719,,,,
-0.808,-0.072,0.503,15.381,-9.827,11.841,,,,
-0.805,-0.08,0.484,15.32,-10.254,11.841,,,,
-0.805,-0.09,0.457,16.357,-10.254,11.597,,,,
-0.806,-0.11,0.437,16.907,-10.071,11.23,,,,
-0.819,-0.114,0.429,12.756,-9.644,10.864,,,,
-0.829,-0.117,0.412,8.423,-9.094,10.803,,,,
-0.836,-0.112,0.398,5.615,-8.423,10.62,,,,
-0.843,-0.107,0.385,4.7,-7.751,10.254,,,,
-0.847,-0.108,0.387,5.554,-6.348,9.888,,,,
-0.844,-0.116,0.384,6.836,-4.944,10.01,,,,
-0.842,-0.122,0.385,7.751,-3.418,9.766,,,,
-0.845,-0.12,0.394,7.69,-2.014,9.644,,,,
-0.84,-0.125,0.403,8.85,-0.793,9.705,,,,
-0.832,-0.128,0.41,10.681,0.244,9.521,,,,
-0.822,-0.129,0.425,12.085,1.526,9.155,,,,
-0.814,-0.133,0.439,13.611,2.38,8.911,,,,
-0.808,-0.14,0.447,15.015,2.747,8.972,,,,
-0.809,-0.149,0.453,15.686,2.869,8.728,,,,
-0.81,-0.156,0.459,15.808,2.869,8.362,,,,
-0.807,-0.166,0.461,15.808,2.502,7.996,,,,
-0.816,-0.171,0.462,14.832,2.136,7.324,,,,
-0.827,-0.173,0.457,14.038,1.709,6.714,,,,
-0.829,-0.183,0.458,14.16,1.343,6.287,,,,
-0.838,-0.187,0.45,14.16,1.038,5.432,,,,
-0.846,-0.192,0.44,14.832,1.099,4.944,,,,
-0.862,-0.19,0.436,14.221,1.282,4.211,,,,
-0.87,-0.187,0.431,13.611,1.404,3.54,,,,
-0.876,-0.193,0.429,13.794,1.831,2.808,,,,
-0.878,-0.195,0.428,13.55,2.136,1.77,,,,
-0.879,-0.196,0.422,14.221,2.747,0.732,,,,
-0.875,-0.196,0.421,13.428,3.235,-0.061,,,,
-0.875,-0.189,0.419,11.963,3.479,-1.099,,,,
-0.879,-0.185,0.417,10.315,3.662,-2.197,,,,
-0.881,-0.181,0.419,8.179,3.967,-3.052,,,,
-0.891,-0.178,0.427,5.859,4.211,-3.784,,,,
-0.898,-0.174,0.453,4.7,5.066,-4.517,,,,
-0.901,-0.169,0.484,5.615,6.042,-5.127,,,,
-0.896,-0.166,0.511,7.263,6.47,-5.737,,,,
-0.892,-0.159,0.534,7.69,5.981,-6.348,,,,
-0.892,-0.148,0.553,6.348,5.127,-6.958,,,,
-0.884,-0.14,0.574,4.333,4.089,-7.629,,,,
-0.875,-0.129,0.589,2.075,2.625,-8.179,,,,
-0.87,-0.118,0.605,-1.221,0.916,-8.606,,,,
-0.869,-0.105,0.618,-4.7,-0.977,-9.033,,,,
-0.869,-0.092,0.624,-7.202,-2.747,-9.277,,,,
-0.867,-0.079,0.627,-8.728,-4.517,-9.216,,,,
-0.864,-0.068,0.627,-9.705,-6.226,-9.094,,,,
-0.864,-0.057,0.625,-10.071,-7.812,-8.85,,,,
-0.858,-0.05,0.622,-10.071,-9.094,-8.24,,,,
-0.851,-0.041,0.616,-9.583,-10.315,-7.996,,,,
-0.842,-0.036,0.607,-9.094,-11.536,-7.507,,,,
-0.834,-0.031,0.598,-8.911,-12.817,-6.958,,,,
-0.829,-0.025,0.583,-9.216,-14.099,-6.409,,,,
-0.821,-0.019,0.566,-9.766,-15.076,-6.165,,,,
-0.817,-0.012,0.543,-10.986,-16.113,-5.676,,,,
-0.821,-0.003,0.523,-12.451,-16.602,-5.005,,,,
-0.823,0.001,0.5,-13.245,-17.09,-3.906,,,,
-0.823,0.004,0.477,-14.099,-17.151,-2.991,,,,
-0.825,0.006,0.455,-14.343,-16.846,-1.831,,,,
-0.831,0.005,0.437,-14.16,-16.296,-0.916,,,,
-0.831,0.005,0.427,-13.367,-15.076,0.427,,,,
-0.832,0.001,0.42,-11.169,-13.611,1.343,,,,
-0.831,-0.004,0.418,-8.545,-12.451,2.38,,,,
-0.828,-0.006,0.414,-6.104,-11.23,3.296,,,,
-0.824,-0.01,0.413,-3.723,-10.071,4.089,,,,
-0.821,-0.016,0.416,-2.014,-8.972,4.883,,,,
-0.816,-0.022,0.416,-0.427,-7.996,5.798,,,,
-0.811,-0.028,0.42,1.343,-6.836,6.409,,,,
-0.807,-0.04,0.422,2.991,-5.859,7.263,,,,
-0.807,-0.049,0.425,4.15,-5.127,7.874,,,,
-0.805,-0.062,0.418,5.371,-4.395,8.362,,,,
-0.809,-0.076,0.414,6.47,-3.845,8.789,,,,
-0.812,-0.084,0.421,5.981,-3.113,9.216,,,,
-0.817,-0.088,0.421,5.859,-2.075,9.399,,,,
-0.824,-0.095,0.414,7.202,-1.343,9.521,,,,
-0.831,-0.105,0.408,8.85,-0.366,9.644,,,,
-0.837,-0.117,0.41,10.132,0.427,9.46,,,,
-0.839,-0.131,0.41,11.597,1.221,9.399,,,,
-0.842,-0.143,0.412,12.695,2.075,9.155,,,,
-0.847,-0.156,0.419,13.306,2.991,8.789,,,,
-0.848,-0.169,0.425,14.16,3.845,8.423,,,,
-0.848,-0.178,0.425,14.404,4.272,7.69,,,,
-0.851,-0.184,0.427,13.916,4.822,6.958,,,,
-0.851,-0.19,0.429,13.062,5.066,6.287,,,,
-0.853,-0.194,0.433,11.597,5.249,5.615,,,,
-0.856,-0.196,0.433,10.376,5.371,4.7,,,,
-0.864,-0.194,0.436,9.338,5.432,3.967,,,,
-0.871,-0.194,0.441,8.362,5.554,3.418,,,,
-0.88,-0.195,0.437,7.69,5.554,2.625,,,,
-0.884,-0.195,0.44,7.69,5.92,2.136,,,,
-0.883,-0.194,0.448,7.629,6.226,1.465,,,,
-0.887,-0.194,0.453,8.728,6.592,0.793,,,,
-0.889,-0.193,0.467,10.071,6.897,0.244,,,,
-0.885,-0.191,0.486,11.841,7.263,-0.122,,,,
-0.879,-0.189,0.504,13.855,7.385,-0.61,,,,
-0.875,-0.19,0.518,15.259,6.958,-1.099,,,,
-0.867,-0.191,0.525,16.174,6.226,-1.526,,,,
-0.859,-0.193,0.53,16.479,5.432,-2.136,,,,
-0.85,-0.193,0.529,15.625,4.333,-2.747,,,,
-0.845,-0.193,0.522,14.099,2.808,-3.357,,,,
-0.844,-0.192,0.505,11.963,1.465,-3.906,,,,
-0.843,-0.188,0.49,9.705,0.183,-4.517,,,,
-0.846,-0.186,0.471,8.057,-0.671,-5.066,,,,
-0.849,-0.184,0.458,6.958,-1.16,-5.615,,,,
-0.852,-0.179,0.45,6.348,-1.221,-6.042,,,,
-0.856,-0.174,0.442,6.226,-1.099,-6.348,,,,
-0.86,-0.171,0.438,6.348,-0.854,-6.775,,,,
-0.86,-0.164,0.432,5.859,-0.793,-7.507,,,,
-0.859,-0.157,0.427,4.944,-0.61,-8.301,,,,
-0.861,-0.147,0.422,3.479,-0.549,-9.216,,,,
-0.864,-0.141,0.422,1.953,-0.305,-9.705,,,,
-0.867,-0.132,0.417,0.488,-0.244,-10.315,,,,
-0.87,-0.122,0.411,-1.221,-0.122,-10.742,,,,
-0.871,-0.109,0.402,-3.174,0,-11.23,,,,
-0.868,-0.098,0.391,-4.761,0.244,-11.78,,,,
-0.868,-0.084,0.38,-7.019,0.427,-11.963,,,,
-0.875,-0.067,0.372,-8.972,1.038,-12.085,,,,
-0.872,-0.053,0.371,-9.583,2.136,-11.963,,,,
-0.87,-0.041,0.373,-9.521,3.174,-11.475,,,,
-0.873,-0.032,0.382,-8.545,4.211,-10.864,,,,
-0.875,-0.026,0.388,-7.446,5.371,-10.254,,,,
-0.878,-0.021,0.396,-6.775,6.287,-9.521,,,,
-0.881,-0.02,0.4,-6.226,6.958,-8.972,,,,
-0.881,-0.018,0.406,-5.92,7.324,-8.057,,,,
-0.883,-0.014,0.412,-5.737,7.935,-7.324,,,,
-0.886,-0.008,0.42,-5.31,8.484,-6.836,,,,
-0.884,-0.005,0.436,-4.395,9.216,-6.287,,,,
-0.88,-0.002,0.455,-3.235,9.827,-5.615,,,,
-0.877,-0.001,0.475,-2.136,10.437,-4.761,,,,
-0.872,0.002,0.491,-1.282,10.803,-3.906,,,,
-0.866,0.005,0.506,-0.916,10.742,-2.808,,,,
-0.863,0.006,0.523,-0.549,10.498,-1.648,,,,
-0.86,0.005,0.535,0.305,10.193,-0.854,,,,
-0.858,0.003,0.544,0.549,9.46,0.366,,,,
-0.858,0,0.55,0.916,8.972,1.404,,,,
-0.858,-0.005,0.557,1.465,8.301,2.319,,,,
-0.856,-0.012,0.561,2.075,7.69,3.601,,,,
-0.853,-0.018,0.566,2.625,7.019,4.639,,,,
-0.85,-0.023,0.569,3.113,6.653,5.371,,,,
-0.849,-0.026,0.572,3.235,5.859,6.287,,,,
-0.848,-0.03,0.573,3.601,5.066,7.141,,,,
-0.846,-0.034,0.572,4.089,4.15,8.179,,,,
-0.843,-0.038,0.571,4.7,3.479,9.094,,,,
-0.844,-0.047,0.569,5.615,2.869,10.071,,,,
-0.845,-0.056,0.564,6.714,2.258,10.803,,,,
-0.845,-0.065,0.559,7.874,1.892,11.658,,,,
-0.842,-0.076,0.555,9.277,1.465,12.268,,,,
-0.836,-0.089,0.551,10.925,1.221,12.817,,,,
-0.832,-0.1,0.551,12.146,0.977,13.306,,,,
-0.827,-0.114,0.544,13.123,0.671,13.55,,,,
-0.821,-0.125,0.533,13.672,0.183,13.428,,,,
-0.817,-0.133,0.523,13.184,-0.427,13.611,,,,
-0.816,-0.14,0.512,12.634,-0.732,13.489,,,,
-0.816,-0.145,0.502,12.512,-0.977,13.184,,,,
-0.817,-0.15,0.493,12.878,-1.099,13.123,,,,
-0.818,-0.157,0.483,13.733,-0.977,13,,,,
-0.82,-0.165,0.473,14.465,-0.549,12.695,,,,
-0.822,-0.177,0.46,14.893,-0.305,12.329,,,,
-0.825,-0.186,0.446,14.526,-0.244,11.658,,,,
-0.83,-0.196,0.433,12.939,-0.183,10.986,,,,
-0.836,-0.201,0.415,11.23,0.183,10.254,,,,
-0.845,-0.206,0.404,10.01,0.732,9.155,,,,
-0.85,-0.205,0.4,9.033,2.014,7.996,,,,
-0.854,-0.209,0.397,8.667,3.113,6.897,,,,
-0.859,-0.209,0.391,8.179,4.15,5.92,,,,
-0.868,-0.209,0.387,7.263,5.188,4.944,,,,
-0.871,-0.203,0.388,5.92,6.287,4.028,,,,
-0.873,-0.198,0.394,5.188,7.446,2.93,,,,
-0.869,-0.195,0.404,4.517,8.85,1.831,,,,
-0.866,-0.189,0.422,3.479,10.315,1.038,,,,
-0.865,-0.181,0.439,2.38,11.353,0.366,,,,
-0.86,-0.172,0.456,1.892,12.146,-0.366,,,,
-0.85,-0.163,0.48,1.16,12.756,-0.793,,,,
-0.846,-0.159,0.501,1.831,13.367,-1.16,,,,
-0.84,-0.152,0.522,3.357,13.733,-1.282,,,,
-0.833,-0.149,0.543,5.92,14.221,-1.221,,,,
-0.823,-0.147,0.56,9.46,14.404,-1.16,,,,
-0.805,-0.139,0.581,12.939,14.526,-0.977,,,,
-0.785,-0.137,0.592,15.93,14.343,-0.671,,,,
-0.777,-0.137,0.599,18.738,13.672,-0.122,,,,
-0.775,-0.145,0.602,20.935,12.939,0.549,,,,
-0.772,-0.154,0.599,23.01,12.085,0.916,,,,
-0.765,-0.164,0.594,24.597,11.475,1.16,,,,
-0.748,-0.174,0.584,25.146,10.559,0.977,,,,
-0.781,-0.251,0.548,24.841,8.789,1.648,,,,
-0.787,-0.255,0.482,32.166,7.629,0.488,,,,
-0.786,-0.275,0.46,27.344,8.362,-1.465,,,,
-0.802,-0.271,0.458,22.217,9.155,-3.235,,,,
-0.795,-0.294,0.426,26.306,9.888,-4.333,,,,
-0.774,-0.294,0.422,23.56,11.658,-6.287,,,,
-0.772,-0.268,0.462,14.832,12.817,-7.996,,,,
-0.768,-0.259,0.499,8.911,13.672,-9.521,,,,
-0.758,-0.255,0.5,9.033,13.428,-11.353,,,,
-0.757,-0.238,0.505,8.179,13.123,-13.123,,,,
-0.763,-0.23,0.498,6.836,12.634,-14.954,,,,
-0.766,-0.225,0.493,5.798,12.451,-16.235,,,,
-0.78,-0.228,0.493,1.648,12.451,-17.578,,,,
-0.792,-0.234,0.493,-0.122,12.695,-18.555,,,,
-0.803,-0.234,0.476,-0.854,12.878,-19.836,,,,
-0.813,-0.217,0.466,0.122,13.672,-21.667,,,,
-0.812,-0.195,0.476,2.991,14.893,-23.193,,,,
-0.806,-0.187,0.475,3.052,16.235,-24.475,,,,
-0.804,-0.155,0.545,-2.38,17.7,-24.902,,,,
-0.797,-0.143,0.576,-5.371,18.494,-25.146,,,,
-0.785,-0.121,0.604,-6.714,17.944,-25.513,,,,
-0.779,-0.122,0.602,-5.066,17.151,-25.452,,,,
-0.77,-0.121,0.603,-5.005,15.869,-25.33,,,,
-0.782,-0.126,0.594,-5.615,14.648,-25.33,,,,
-0.782,-0.125,0.577,-4.089,13.855,-25.452,,,,
-0.776,-0.117,0.573,-4.7,13.916,-25.94,,,,
-0.778,-0.103,0.594,-6.653,13.855,-25.879,,,,
-0.79,-0.102,0.577,-7.324,13.489,-25.452,,,,
-0.787,-0.095,0.585,-4.883,13.245,-25.085,,,,
-0.781,-0.147,0.501,-10.742,13,-24.658,,,,
-0.771,-0.072,0.604,-34.302,12.39,-24.292,,,,
-0.751,-0.074,0.575,-28.137,12.634,-24.658,,,,
-0.756,-0.044,0.601,-22.888,12.573,-24.963,,,,
-0.77,-0.021,0.622,-24.841,11.902,-24.292,,,,
-0.787,0.008,0.647,-22.949,11.23,-23.315,,,,
-0.749,0.017,0.63,-13.184,10.376,-21.973,,,,
-0.758,0.017,0.636,-10.376,9.705,-20.63,,,,
-0.781,0.037,0.637,-10.62,8.728,-18.982,,,,
-0.777,0.037,0.632,-7.69,7.874,-17.334,,,,
-0.782,0.028,0.626,-4.883,7.69,-15.564,,,,
-0.782,0.028,0.639,-1.953,7.385,-13.977,,,,
-0.792,0.025,0.638,-0.122,7.141,-12.39,,,,
-0.793,0.027,0.646,2.014,6.775,-11.169,,,,
-0.796,0.038,0.655,3.052,6.165,-10.071,,,,
-0.798,0.043,0.651,4.333,5.493,-8.911,,,,
-0.797,0.05,0.645,5.92,4.7,-7.385,,,,
-0.815,0.057,0.644,5.31,4.028,-6.226,,,,
-0.823,0.056,0.621,6.287,3.54,-4.883,,,,
-0.82,0.062,0.621,8.057,3.723,-3.479,,,,
-0.827,0.065,0.612,9.216,4.089,-1.709,,,,
-0.833,0.064,0.611,12.146,4.639,0.122,,,,
-0.828,0.064,0.614,15.381,5.249,1.892,,,,
-0.818,0.054,0.616,19.104,5.798,3.845,,,,
-0.811,0.042,0.605,20.264,6.104,5.615,,,,
-0.803,0.024,0.586,18.738,5.798,7.141,,,,
-0.8,0.028,0.576,15.198,5.798,8.301,,,,
-0.794,0.026,0.567,12.451,6.226,9.827,,,,
-0.783,0.027,0.567,7.874,6.47,11.475,,,,
-0.774,0.017,0.563,4.761,7.08,13.184,,,,
-0.767,0.012,0.561,2.869,7.568,14.893,,,,
-0.758,0.005,0.564,3.052,8.362,16.296,,,,
-0.753,-0.004,0.572,4.822,9.094,17.395,,,,
-0.751,-0.029,0.573,7.629,9.949,18.677,,,,
-0.742,-0.027,0.587,7.69,10.498,19.47,,,,
-0.735,-0.047,0.597,11.414,10.986,20.447,,,,
-0.728,-0.06,0.615,14.282,11.597,20.935,,,,
-0.72,-0.077,0.634,17.09,11.841,21.179,,,,
-0.717,-0.091,0.649,19.958,11.414,21.545,,,,
-0.716,-0.109,0.652,22.583,10.864,21.606,,,,
-0.716,-0.133,0.652,23.682,10.01,21.362,,,,
-0.717,-0.147,0.655,23.499,9.033,20.813,,,,
-0.718,-0.158,0.651,22.339,7.812,20.203,,,,
-0.723,-0.163,0.646,20.996,6.592,19.287,,,,
-0.723,-0.168,0.643,19.165,5.615,18.616,,,,
-0.735,-0.166,0.643,17.212,4.761,17.883,,,,
-0.74,-0.167,0.64,16.174,3.967,17.395,,,,
-0.739,-0.167,0.641,15.015,3.357,16.968,,,,
-0.746,-0.166,0.641,13.794,2.625,16.541,,,,
-0.75,-0.17,0.642,13.489,2.075,15.991,,,,
-0.752,-0.174,0.641,13.855,1.465,15.625,,,,
-0.754,-0.189,0.631,13.611,0.854,15.381,,,,
-0.755,-0.207,0.614,12.634,0.122,14.832,,,,
-0.755,-0.22,0.603,10.986,-0.366,14.099,,,,
-0.761,-0.23,0.592,9.399,-0.671,13.062,,,,
-0.769,-0.238,0.581,8.545,-0.793,11.963,,,,
-0.767,-0.248,0.564,8.118,-0.854,10.864,,,,
-0.77,-0.247,0.564,6.897,-0.427,9.644,,,,
-0.775,-0.247,0.562,5.432,0,8.545,,,,
-0.782,-0.242,0.566,4.211,0.427,7.202,,,,
-0.779,-0.245,0.572,3.418,0.977,6.409,,,,
-0.773,-0.239,0.583,2.319,1.465,5.249,,,,
-0.772,-0.232,0.602,-0.122,1.648,4.211,,,,
-0.773,-0.224,0.619,-1.953,1.343,3.418,,,,
-0.772,-0.219,0.631,-2.502,0.916,2.625,,,,
-0.771,-0.209,0.641,-2.747,0.244,2.014,,,,
-0.774,-0.202,0.646,-2.502,-0.549,1.343,,,,
-0.776,-0.195,0.648,-1.648,-1.099,0.916,,,,
-0.778,-0.19,0.655,-0.061,-1.709,0.488,,,,
-0.78,-0.19,0.664,1.465,-2.075,0.305,,,,
-0.779,-0.195,0.672,3.662,-2.808,0.305,,,,
-0.774,-0.203,0.668,5.798,-3.601,0.122,,,,
-0.773,-0.212,0.658,7.69,-4.517,-0.366,,,,
-0.77,-0.223,0.642,8.606,-5.432,-1.16,,,,
-0.769,-0.229,0.624,8.179,-6.287,-2.136,,,,
-0.764,-0.231,0.602,7.019,-6.897,-3.113,,,,
-0.765,-0.227,0.585,4.822,-7.385,-4.211,,,,
-0.768,-0.219,0.576,2.441,-7.507,-5.066,,,,
-0.768,-0.208,0.572,0.549,-7.324,-5.676,,,,
-0.766,-0.194,0.572,-0.793,-7.141,-6.104,,,,
-0.776,-0.186,0.576,-1.526,-6.653,-6.287,,,,
-0.771,-0.178,0.596,-0.793,-6.165,-6.531,,,,
