aX,aY,aZ,gX,gY,gZ,,,,
-0.413,0.079,1.078,-11.108,-42.847,-2.686,,,,
-0.42,0.076,1.116,-12.207,-46.265,-3.662,,,,
-0.426,0.081,1.162,-15.869,-49.927,-4.578,,,,
-0.422,0.107,1.212,-21.912,-54.138,-5.371,,,,
-0.432,0.159,1.249,-27.527,-59.753,-5.859,,,,
-0.446,0.187,1.303,-30.396,-65.43,-5.798,,,,
-0.434,0.169,1.366,-32.104,-71.411,-4.578,,,,
-0.43,0.182,1.378,-32.776,-79.224,-3.784,,,,
-0.448,0.226,1.327,-30.945,-88.44,-3.845,,,,
-0.46,0.262,1.269,-27.1,-97.168,-2.93,,,,
-0.464,0.275,1.202,-22.888,-104.492,-0.977,,,,
-0.46,0.306,1.132,-20.081,-110.657,1.16,,,,
-0.477,0.37,1.054,-16.602,-116.455,2.808,,,,
-0.483,0.426,0.979,-14.343,-120.85,5.92,,,,
-0.502,0.453,0.859,-15.442,-124.634,10.254,,,,
-0.515,0.431,0.783,-18.066,-126.709,15.076,,,,
-0.516,0.368,0.717,-18.616,-127.197,19.958,,,,
-0.524,0.289,0.63,-16.785,-127.258,23.499,,,,
-0.517,0.211,0.576,-15.076,-126.526,25.513,,,,
-0.524,0.163,0.497,-14.465,-124.939,26.001,,,,
-0.555,0.158,0.39,-14.832,-123.535,25.574,,,,
-0.595,0.159,0.311,-15.137,-120.483,25.085,,,,
-0.61,0.123,0.283,-14.465,-114.868,25.208,,,,
-0.623,0.074,0.229,-13.245,-110.107,25.085,,,,
-0.637,0.037,0.173,-12.146,-105.652,23.926,,,,
-0.66,-0.001,0.104,-11.841,-100.464,22.034,,,,
-0.672,-0.022,0.041,-13.367,-94.971,20.02,,,,
-0.695,-0.026,-0.017,-14.282,-88.806,17.09,,,,
-0.716,-0.027,-0.059,-14.709,-81.726,14.526,,,,
-0.728,-0.028,-0.069,-14.893,-73.547,12.085,,,,
-0.741,-0.01,-0.097,-16.602,-65.674,9.216,,,,
-0.759,0.034,-0.102,-18.616,-58.472,6.836,,,,
-0.774,0.067,-0.1,-18.005,-50.598,5.127,,,,
-0.782,0.103,-0.083,-16.174,-43.152,3.906,,,,
-0.789,0.118,-0.073,-13.123,-36.499,3.296,,,,
-0.798,0.127,-0.058,-11.108,-29.968,3.052,,,,
-0.807,0.123,-0.03,-10.315,-23.865,3.052,,,,
-0.806,0.121,-0.016,-10.498,-18.738,3.113,,,,
-0.816,0.137,-0.016,-9.644,-14.099,2.625,,,,
-0.823,0.154,-0.009,-8.179,-9.583,2.441,,,,
-0.831,0.169,-0.001,-7.263,-5.188,2.869,,,,
-0.836,0.186,0,-6.592,-0.671,3.418,,,,
-0.841,0.2,0.009,-6.592,3.967,4.211,,,,
-0.837,0.199,0.035,-6.409,8.728,5.554,,,,
-0.83,0.194,0.065,-5.676,13.55,6.592,,,,
-0.824,0.178,0.093,-5.005,17.578,7.874,,,,
-0.816,0.157,0.131,-4.395,21.301,8.667,,,,
-0.809,0.121,0.185,-3.967,24.963,9.399,,,,
-0.802,0.082,0.226,-4.211,27.527,9.766,,,,
-0.789,0.058,0.239,-5.798,28.87,9.216,,,,
-0.787,0.044,0.25,-6.531,30.396,7.935,,,,
-0.786,0.032,0.248,-7.385,31.738,6.714,,,,
-0.789,0.011,0.235,-8.972,33.02,5.31,,,,
-0.786,-0.004,0.216,-11.414,34.729,3.784,,,,
-0.788,-0.01,0.181,-12.817,36.621,1.587,,,,
-0.796,-0.009,0.116,-13.306,39.063,-0.732,,,,
-0.797,-0.015,0.054,-11.292,42.847,-3.052,,,,
-0.796,-0.033,0.039,-8.972,48.767,-5.371,,,,
-0.776,-0.049,0.056,-8.789,55.603,-7.324,,,,
-0.756,-0.052,0.06,-10.193,62.256,-10.254,,,,
-0.737,-0.032,0.045,-14.038,67.505,-13.794,,,,
-0.714,-0.001,0.006,-18.433,72.571,-16.846,,,,
-0.695,0.047,-0.039,-22.949,77.82,-19.775,,,,
-0.666,0.082,-0.083,-24.17,83.679,-21.973,,,,
-0.628,0.115,-0.095,-23.865,91.553,-23.499,,,,
-0.591,0.158,-0.096,-23.132,100.159,-24.719,,,,
-0.562,0.211,-0.075,-22.827,108.765,-25.391,,,,
-0.54,0.247,0.037,-21.79,118.652,-25.146,,,,
-0.484,0.266,0.19,-19.104,128.967,-23.926,,,,
-0.446,0.28,0.272,-14.954,135.62,-23.01,,,,
-0.416,0.323,0.328,-9.644,139.954,-22.156,,,,
-0.402,0.365,0.4,-3.296,144.226,-21.179,,,,
-0.386,0.387,0.542,3.784,149.475,-18.982,,,,
-0.352,0.357,0.683,8.911,153.32,-15.747,,,,
-0.324,0.312,0.806,8.057,154.053,-13.184,,,,
-0.314,0.262,0.977,2.93,153.503,-11.475,,,,
-0.297,0.207,1.145,-3.174,151.489,-10.62,,,,
-0.285,0.179,1.267,-9.521,145.996,-11.719,,,,
-0.305,0.149,1.376,-15.381,137.878,-13.489,,,,
-0.301,0.095,1.555,-20.752,129.883,-15.32,,,,
-0.283,0.039,1.713,-24.536,120.117,-18.066,,,,
-0.289,0.052,1.795,-27.954,106.75,-22.827,,,,
-0.316,0.119,1.81,-26.428,91.003,-28.259,,,,
-0.354,0.228,1.804,-19.714,75.867,-32.715,,,,
-0.389,0.325,1.783,-8.057,61.584,-34.851,,,,
-0.418,0.397,1.736,3.052,48.584,-34.851,,,,
-0.435,0.453,1.661,11.536,36.438,-33.936,,,,
-0.447,0.491,1.568,16.418,25.33,-31.799,,,,
-0.455,0.523,1.485,16.052,15.869,-28.748,,,,
-0.461,0.55,1.402,13.55,7.69,-25.208,,,,
-0.464,0.564,1.335,11.047,0.61,-21.301,,,,
-0.46,0.565,1.264,9.583,-4.761,-16.846,,,,
-0.46,0.556,1.195,9.827,-9.033,-12.695,,,,
-0.454,0.54,1.137,11.536,-12.268,-8.545,,,,
-0.453,0.52,1.086,13.733,-14.771,-5.615,,,,
-0.451,0.493,1.045,15.991,-16.541,-2.319,,,,
-0.441,0.452,1.016,17.09,-17.578,1.099,,,,
-0.436,0.405,0.989,16.052,-18.799,3.723,,,,
-0.433,0.365,0.962,14.465,-19.958,5.432,,,,
-0.432,0.332,0.929,13.062,-21.057,6.531,,,,
-0.428,0.295,0.9,11.719,-21.851,7.202,,,,
-0.426,0.27,0.883,9.583,-22.644,7.507,,,,
-0.427,0.243,0.869,8.057,-23.254,7.202,,,,
-0.427,0.234,0.873,7.446,-23.499,6.531,,,,
-0.426,0.232,0.872,8.118,-23.376,5.737,,,,
-0.424,0.232,0.868,9.277,-23.865,4.944,,,,
-0.425,0.228,0.873,10.193,-24.536,4.211,,,,
-0.43,0.226,0.879,10.254,-25.269,3.418,,,,
-0.434,0.223,0.885,9.766,-25.879,2.869,,,,
-0.435,0.214,0.895,7.996,-26.672,2.075,,,,
-0.44,0.208,0.902,5.066,-28.076,1.221,,,,
-0.453,0.213,0.908,2.014,-29.297,0.366,,,,
-0.46,0.233,0.925,0.549,-30.579,-0.549,,,,
-0.473,0.263,0.942,1.038,-32.104,-1.404,,,,
-0.487,0.302,0.956,2.258,-33.875,-1.831,,,,
-0.498,0.341,0.975,3.296,-35.828,-1.465,,,,
-0.512,0.366,0.983,5.066,-37.781,-0.305,,,,
-0.522,0.361,0.999,6.958,-39.795,1.404,,,,
-0.522,0.322,1.027,7.507,-42.175,3.479,,,,
-0.517,0.279,1.04,5.92,-45.471,4.7,,,,
-0.526,0.264,1.019,3.601,-49.744,5.066,,,,
-0.543,0.281,0.993,1.77,-53.955,4.639,,,,
-0.557,0.308,0.983,-0.854,-56.946,4.822,,,,
-0.56,0.322,0.975,-2.136,-60.059,5.676,,,,
-0.56,0.324,0.95,-2.563,-63.049,6.47,,,,
-0.57,0.337,0.903,-2.93,-66.162,7.385,,,,
-0.588,0.358,0.853,-2.319,-68.909,8.24,,,,
-0.593,0.364,0.797,-0.732,-71.045,9.46,,,,
-0.587,0.356,0.735,0.793,-72.266,11.23,,,,
-0.593,0.341,0.659,1.831,-72.998,12.878,,,,
-0.604,0.324,0.594,0.977,-72.693,14.343,,,,
-0.602,0.3,0.551,-1.709,-70.679,15.564,,,,
-0.592,0.261,0.538,-4.395,-67.261,16.907,,,,
-0.572,0.193,0.539,-6.287,-63.477,17.639,,,,
-0.548,0.109,0.559,-9.644,-60.12,17.456,,,,
-0.527,0.013,0.585,-13.184,-57.312,16.235,,,,
-0.505,-0.055,0.589,-17.09,-55.664,13,,,,
-0.529,-0.055,0.549,-20.081,-55.664,7.812,,,,
-0.574,-0.015,0.529,-22.827,-55.115,2.747,,,,
-0.589,0.032,0.534,-21.729,-53.101,-1.221,,,,
-0.604,0.065,0.534,-16.113,-50.903,-4.028,,,,
-0.621,0.096,0.518,-8.911,-49.377,-6.042,,,,
-0.636,0.121,0.499,-5.249,-48.035,-7.568,,,,
-0.643,0.14,0.458,-5.005,-47.18,-8.728,,,,
-0.655,0.16,0.404,-6.836,-46.448,-9.399,,,,
-0.67,0.179,0.36,-9.033,-44.739,-9.827,,,,
-0.683,0.183,0.355,-10.071,-41.626,-9.705,,,,
-0.686,0.171,0.375,-10.254,-37.659,-9.521,,,,
-0.682,0.151,0.381,-11.23,-34.241,-9.338,,,,
-0.681,0.148,0.359,-13.428,-32.288,-10.071,,,,
-0.692,0.168,0.335,-15.808,-30.701,-11.169,,,,
-0.703,0.188,0.319,-16.907,-28.442,-12.146,,,,
-0.714,0.203,0.297,-16.418,-25.757,-12.634,,,,
-0.721,0.221,0.269,-16.235,-23.254,-12.817,,,,
-0.73,0.245,0.234,-15.93,-20.874,-13.123,,,,
-0.739,0.266,0.188,-15.381,-18.188,-12.817,,,,
-0.741,0.284,0.136,-14.526,-15.015,-12.512,,,,
-0.743,0.302,0.083,-13.367,-11.108,-12.085,,,,
-0.742,0.311,0.042,-11.108,-6.592,-11.292,,,,
-0.733,0.32,0.009,-9.338,-1.16,-10.498,,,,
-0.726,0.328,-0.023,-7.629,4.822,-9.827,,,,
-0.714,0.328,-0.063,-5.066,11.047,-8.728,,,,
-0.701,0.321,-0.098,-2.197,18.066,-7.996,,,,
-0.686,0.306,-0.127,0.305,25.696,-7.263,,,,
-0.669,0.292,-0.14,0.732,33.997,-6.714,,,,
-0.647,0.275,-0.149,0.793,42.358,-6.531,,,,
-0.63,0.267,-0.147,-0.122,51.086,-6.653,,,,
-0.619,0.28,-0.148,-2.991,59.937,-6.775,,,,
-0.608,0.302,-0.151,-6.409,68.665,-6.897,,,,
-0.594,0.327,-0.139,-9.949,77.759,-6.592,,,,
-0.568,0.35,-0.133,-12.024,86.975,-5.981,,,,
-0.547,0.359,-0.141,-11.658,95.703,-4.822,,,,
-0.517,0.366,-0.141,-9.888,105.347,-2.93,,,,
-0.478,0.359,-0.108,-6.531,115.479,-1.038,,,,
-0.436,0.328,0.001,-1.526,127.136,0.916,,,,
-0.383,0.275,0.173,3.113,139.587,2.93,,,,
-0.32,0.215,0.343,4.639,149.17,3.784,,,,
-0.282,0.174,0.503,-0.854,154.724,3.235,,,,
-0.253,0.132,0.659,-8.179,157.654,1.77,,,,
-0.217,0.117,0.813,-14.893,158.691,-0.854,,,,
-0.196,0.11,0.952,-19.592,156.982,-4.272,,,,
-0.182,0.111,1.103,-23.132,154.175,-7.202,,,,
-0.182,0.131,1.27,-24.597,150.024,-11.047,,,,
-0.191,0.18,1.442,-23.499,143.677,-15.625,,,,
-0.214,0.261,1.603,-21.973,134.644,-19.653,,,,
-0.238,0.33,1.748,-20.447,123.413,-22.156,,,,
-0.251,0.38,1.858,-15.564,110.84,-23.926,,,,
-0.261,0.437,1.947,-12.085,95.764,-24.536,,,,
-0.291,0.513,1.993,-9.888,78.796,-24.658,,,,
-0.331,0.588,1.973,-5.92,60.486,-23.56,,,,
-0.358,0.644,1.914,-0.793,42.419,-20.935,,,,
-0.374,0.672,1.824,5.676,26.062,-17.273,,,,
-0.378,0.673,1.712,9.949,11.475,-12.817,,,,
-0.38,0.652,1.601,11.658,-0.793,-8.24,,,,
-0.376,0.624,1.507,12.329,-9.644,-4.883,,,,
-0.375,0.603,1.427,12.39,-16.418,-1.465,,,,
-0.385,0.572,1.335,13.611,-22.583,1.526,,,,
-0.391,0.536,1.24,13.977,-28.137,4.333,,,,
-0.396,0.493,1.165,13.733,-32.104,6.592,,,,
-0.397,0.456,1.109,13.672,-34.607,8.24,,,,
-0.398,0.424,1.056,13.855,-36.804,9.094,,,,
-0.399,0.397,1,13.55,-38.452,9.583,,,,
-0.406,0.379,0.95,13.245,-40.039,9.766,,,,
-0.412,0.372,0.913,13.733,-40.405,9.46,,,,
-0.417,0.378,0.881,14.648,-40.405,9.155,,,,
-0.429,0.382,0.837,15.625,-40.466,8.789,,,,
-0.439,0.383,0.802,16.907,-40.161,8.85,,,,
-0.44,0.374,0.767,18.372,-39.124,9.094,,,,
-0.446,0.366,0.738,18.799,-37.781,9.338,,,,
-0.449,0.356,0.717,19.958,-35.889,9.399,,,,
-0.449,0.339,0.701,21.729,-33.875,9.46,,,,
-0.445,0.317,0.685,22.949,-31.86,9.46,,,,
-0.445,0.3,0.676,23.499,-29.846,9.277,,,,
-0.444,0.277,0.671,23.437,-27.832,8.972,,,,
-0.445,0.253,0.686,22.705,-25.574,8.789,,,,
-0.442,0.228,0.719,21.24,-23.315,8.057,,,,
-0.435,0.211,0.767,19.409,-21.729,6.775,,,,
-0.426,0.209,0.825,16.846,-20.813,5.188,,,,
-0.427,0.222,0.864,13.733,-21.24,3.54,,,,
-0.434,0.246,0.891,11.902,-22.339,2.075,,,,
-0.442,0.265,0.927,10.559,-23.621,1.282,,,,
-0.438,0.27,0.989,9.827,-24.719,0.793,,,,
-0.441,0.274,1.041,10.62,-26.367,0.183,,,,
-0.446,0.271,1.102,10.376,-28.625,-0.244,,,,
-0.449,0.264,1.159,8.118,-32.104,-0.61,,,,
-0.449,0.263,1.215,3.662,-36.56,-1.282,,,,
-0.453,0.27,1.253,-0.854,-42.419,-1.831,,,,
-0.453,0.284,1.261,-4.395,-49.377,-2.747,,,,
-0.46,0.294,1.263,-6.592,-56.885,-2.869,,,,
-0.459,0.296,1.264,-5.798,-63.782,-2.625,,,,
-0.449,0.285,1.272,-3.662,-70.374,-2.625,,,,
-0.44,0.267,1.27,-3.357,-77.515,-2.625,,,,
-0.434,0.246,1.241,-5.859,-85.144,-2.93,,,,
-0.433,0.237,1.185,-9.949,-93.201,-3.54,,,,
-0.441,0.242,1.106,-13.672,-101.074,-4.089,,,,
-0.445,0.251,1.021,-15.93,-107.544,-4.578,,,,
-0.451,0.266,0.942,-16.846,-112.671,-4.761,,,,
-0.46,0.289,0.857,-16.663,-116.821,-5.005,,,,
-0.468,0.322,0.772,-16.602,-119.69,-4.578,,,,
-0.489,0.355,0.686,-17.944,-121.704,-4.089,,,,
-0.507,0.38,0.621,-20.874,-122.742,-2.686,,,,
-0.518,0.384,0.587,-23.682,-122.498,-0.549,,,,
-0.526,0.386,0.532,-27.222,-122.253,2.136,,,,
-0.546,0.4,0.46,-29.358,-122.742,4.456,,,,
-0.567,0.418,0.374,-27.954,-122.314,6.775,,,,
-0.589,0.428,0.295,-23.56,-120.605,9.399,,,,
-0.612,0.437,0.231,-16.846,-117.31,12.512,,,,
-0.635,0.427,0.167,-9.521,-112.732,15.198,,,,
-0.657,0.415,0.11,-4.7,-107.422,17.822,,,,
-0.682,0.388,0.058,-1.221,-101.318,20.081,,,,
-0.703,0.355,0.026,1.038,-94.421,22.156,,,,
-0.729,0.307,-0.002,2.869,-87.463,23.315,,,,
-0.744,0.261,-0.031,2.319,-80.627,23.865,,,,
-0.754,0.212,-0.035,0.916,-73.73,23.499,,,,
-0.76,0.155,-0.026,-0.061,-66.65,22.156,,,,
-0.755,0.109,-0.007,-0.244,-59.631,19.958,,,,
-0.756,0.07,0.004,-0.061,-53.467,17.09,,,,
-0.755,0.065,0.015,-1.587,-47.913,13.367,,,,
-0.759,0.071,0.019,-2.625,-43.03,9.399,,,,
-0.765,0.084,0.035,-4.395,-38.025,6.104,,,,
-0.772,0.089,0.064,-5.676,-32.898,3.174,,,,
-0.772,0.093,0.09,-8.118,-28.442,0.793,,,,
-0.776,0.1,0.089,-11.475,-25.391,-1.648,,,,
-0.778,0.119,0.073,-15.259,-22.888,-3.906,,,,
-0.783,0.147,0.046,-17.7,-20.508,-5.737,,,,
-0.79,0.181,0.019,-17.151,-17.761,-6.836,,,,
-0.794,0.212,-0.011,-15.198,-14.282,-7.812,,,,
-0.793,0.239,-0.039,-11.902,-10.742,-8.118,,,,
-0.787,0.26,-0.07,-6.775,-6.714,-8.24,,,,
-0.786,0.28,-0.095,-1.953,-1.77,-7.935,,,,
-0.788,0.295,-0.102,1.587,4.211,-7.385,,,,
-0.785,0.303,-0.088,4.944,10.986,-6.47,,,,
-0.778,0.298,-0.061,7.996,17.639,-5.554,,,,
-0.758,0.287,-0.04,10.01,23.56,-3.967,,,,
-0.745,0.276,-0.027,11.169,28.625,-2.93,,,,
-0.745,0.254,-0.012,10.925,33.386,-1.831,,,,
-0.738,0.215,0.012,8.606,38.269,-0.854,,,,
-0.72,0.169,0.038,4.7,42.786,-0.549,,,,
-0.709,0.133,0.061,1.099,46.692,-1.282,,,,
-0.7,0.114,0.069,-1.099,49.683,-2.747,,,,
-0.7,0.108,0.062,-0.977,52.795,-5.066,,,,
-0.698,0.112,0.048,0.305,56.152,-6.958,,,,
-0.695,0.121,0.001,2.014,59.57,-9.399,,,,
-0.691,0.129,-0.044,3.235,63.965,-11.658,,,,
-0.689,0.14,-0.062,3.967,70.679,-13.855,,,,
-0.682,0.153,-0.075,3.418,78.125,-15.808,,,,
-0.676,0.164,-0.073,-0.427,86.243,-17.883,,,,
-0.654,0.164,-0.053,-6.47,95.398,-19.531,,,,
-0.622,0.167,-0.028,-13.367,104.126,-21.545,,,,
-0.58,0.172,0.021,-20.752,112.671,-23.56,,,,
-0.534,0.196,0.096,-26.367,120.789,-26.001,,,,
-0.503,0.251,0.18,-29.236,127.869,-28.564,,,,
-0.48,0.319,0.231,-29.114,132.751,-30.823,,,,
-0.458,0.371,0.282,-25.818,136.78,-31.555,,,,
-0.424,0.41,0.361,-19.409,141.296,-31.128,,,,
-0.404,0.447,0.463,-10.132,145.63,-30.396,,,,
-0.389,0.452,0.63,-1.892,149.536,-28.87,,,,
-0.36,0.451,0.83,0.305,152.405,-26.55,,,,
-0.347,0.453,0.987,-2.808,150.94,-25.269,,,,
-0.347,0.466,1.115,-9.277,145.813,-24.353,,,,
-0.345,0.494,1.222,-15.259,138.855,-23.743,,,,
-0.348,0.522,1.282,-19.409,130.493,-23.193,,,,
-0.358,0.557,1.313,-22.217,120.911,-22.461,,,,
-0.362,0.613,1.333,-20.752,111.572,-21.179,,,,
-0.375,0.694,1.337,-11.475,102.234,-19.714,,,,
-0.405,0.768,1.39,4.761,94.299,-16.968,,,,
-0.412,0.769,1.522,25.635,88.684,-12.39,,,,
-0.38,0.718,1.652,41.626,82.397,-7.507,,,,
-0.367,0.661,1.689,47.18,71.35,-4.089,,,,
-0.373,0.623,1.668,43.884,57.922,-1.282,,,,
-0.39,0.59,1.618,35.767,44.434,1.282,,,,
-0.4,0.569,1.573,23.499,31.433,3.906,,,,
-0.409,0.542,1.51,13.428,19.592,6.409,,,,
-0.415,0.518,1.448,7.324,8.972,8.728,,,,
-0.422,0.496,1.366,3.906,-0.488,10.254,,,,
-0.433,0.488,1.278,1.099,-8.301,11.536,,,,
-0.442,0.48,1.182,0.061,-14.832,12.451,,,,
-0.447,0.475,1.085,-1.404,-20.325,13.428,,,,
-0.459,0.471,0.986,-2.869,-24.475,14.343,,,,
-0.466,0.459,0.905,-4.761,-26.978,15.32,,,,
-0.472,0.447,0.839,-6.47,-28.198,16.418,,,,
-0.478,0.435,0.775,-7.446,-28.503,17.09,,,,
-0.492,0.425,0.718,-8.118,-27.771,17.578,,,,
-0.5,0.407,0.676,-8.423,-26.489,18.005,,,,
-0.505,0.388,0.648,-8.545,-24.658,18.555,,,,
-0.505,0.355,0.64,-7.874,-22.278,18.86,,,,
-0.5,0.316,0.637,-6.653,-19.836,18.677,,,,
-0.5,0.286,0.639,-5.249,-17.7,17.517,,,,
-0.505,0.26,0.634,-4.7,-15.869,15.808,,,,
-0.503,0.244,0.643,-4.7,-13.855,14.099,,,,
-0.498,0.241,0.656,-4.761,-11.78,12.085,,,,
-0.498,0.245,0.662,-4.395,-10.132,9.888,,,,
-0.498,0.25,0.665,-3.845,-8.667,8.179,,,,
-0.493,0.245,0.684,-3.418,-6.958,6.653,,,,
-0.484,0.237,0.708,-4.395,-5.371,5.249,,,,
-0.481,0.231,0.717,-6.775,-4.883,3.906,,,,
-0.483,0.225,0.712,-10.193,-4.7,2.38,,,,
-0.494,0.222,0.721,-14.221,-4.883,1.038,,,,
-0.489,0.209,0.736,-18.311,-5.127,0.061,,,,
-0.489,0.198,0.743,-22.827,-5.92,-1.343,,,,
-0.483,0.197,0.749,-27.527,-7.019,-2.991,,,,
-0.485,0.203,0.742,-30.029,-8.484,-4.883,,,,
-0.485,0.207,0.731,-31.128,-9.888,-6.348,,,,
-0.48,0.211,0.718,-32.349,-11.414,-7.812,,,,
-0.482,0.233,0.716,-31.921,-12.512,-9.766,,,,
-0.488,0.251,0.715,-28.015,-13,-12.146,,,,
-0.497,0.27,0.715,-23.499,-13.55,-13.855,,,,
-0.493,0.269,0.71,-20.386,-13.916,-15.442,,,,
-0.49,0.275,0.709,-19.348,-14.343,-17.09,,,,
-0.489,0.28,0.696,-19.104,-14.832,-19.043,,,,
-0.485,0.292,0.681,-18.677,-15.32,-20.874,,,,
-0.485,0.303,0.677,-17.7,-15.381,-22.949,,,,
-0.476,0.319,0.681,-17.273,-14.771,-24.597,,,,
-0.467,0.34,0.687,-15.564,-13.977,-26.306,,,,
-0.469,0.379,0.684,-13.672,-13.611,-28.137,,,,
-0.484,0.432,0.672,-10.986,-13.123,-29.724,,,,
-0.5,0.468,0.651,-5.432,-12.146,-30.579,,,,
-0.509,0.511,0.663,-0.366,-10.132,-31.067,,,,
-0.511,0.545,0.691,2.502,-7.996,-30.823,,,,
-0.514,0.571,0.724,1.892,-6.042,-30.151,,,,
-0.497,0.591,0.776,-1.282,-4.272,-28.748,,,,
-0.481,0.601,0.843,-7.874,-3.357,-26.917,,,,
-0.463,0.627,0.91,-14.404,-3.845,-25.574,,,,
-0.423,0.641,0.954,-23.499,-5.493,-24.109,,,,
-0.449,0.712,1.036,-35.217,-8.362,-22.4,,,,
-0.469,0.728,1.061,-38.818,-11.414,-20.386,,,,
-0.472,0.776,1.108,-40.955,-16.235,-17.883,,,,
-0.478,0.817,1.119,-40.71,-20.996,-14.648,,,,
-0.484,0.855,1.133,-39.001,-26.001,-11.353,,,,
-0.468,0.871,1.097,-41.992,-31.738,-7.141,,,,
-0.434,0.815,0.963,-59.814,-39.063,-1.77,,,,
-0.526,0.923,1.061,-90.332,-44.8,3.296,,,,
-0.506,0.906,1.055,-66.833,-45.776,7.935,,,,
-0.528,0.917,1.043,-44.434,-51.636,13.611,,,,
-0.524,0.866,0.981,-31.372,-57.861,20.691,,,,
-0.472,0.789,0.924,-28.992,-63.538,26.733,,,,
-0.463,0.769,0.867,-28.564,-69.031,30.884,,,,
-0.481,0.759,0.807,-24.597,-73.914,34.119,,,,
-0.493,0.748,0.746,-15.076,-77.271,37.537,,,,
-0.497,0.715,0.672,-2.808,-79.712,41.321,,,,
-0.502,0.665,0.589,5.554,-81.543,44.617,,,,
-0.516,0.614,0.523,9.216,-82.336,47.119,,,,
-0.525,0.565,0.472,11.963,-81.787,48.889,,,,
-0.538,0.511,0.412,14.526,-80.75,49.866,,,,
-0.558,0.458,0.355,15.869,-79.407,50.598,,,,
-0.568,0.395,0.299,16.907,-77.515,51.025,,,,
-0.576,0.334,0.256,17.212,-74.951,50.354,,,,
-0.58,0.286,0.219,16.846,-71.899,48.706,,,,
-0.6,0.246,0.181,17.395,-68.726,46.021,,,,
-0.615,0.212,0.149,18.86,-65.247,42.969,,,,
-0.631,0.178,0.118,21.179,-61.523,39.734,,,,
-0.643,0.149,0.089,23.376,-57.617,36.133,,,,
-0.652,0.123,0.059,24.475,-53.65,31.982,,,,
-0.663,0.105,0.023,24.292,-49.5,27.588,,,,
-0.68,0.097,-0.012,22.644,-45.044,23.071,,,,
-0.695,0.096,-0.05,20.386,-40.283,18.433,,,,
-0.708,0.096,-0.086,17.395,-34.912,13.977,,,,
-0.716,0.099,-0.114,14.404,-28.931,9.705,,,,
-0.719,0.107,-0.128,13.672,-22.156,5.432,,,,
-0.724,0.119,-0.13,14.465,-14.648,1.221,,,,
-0.725,0.136,-0.122,15.015,-7.69,-2.869,,,,
-0.726,0.157,-0.107,14.771,-1.038,-6.042,,,,
-0.721,0.174,-0.092,13.733,5.554,-8.667,,,,
-0.711,0.191,-0.077,12.39,11.658,-11.292,,,,
-0.695,0.209,-0.061,11.353,17.456,-13.733,,,,
-0.682,0.228,-0.039,12.085,23.071,-15.625,,,,
-0.671,0.247,-0.017,14.832,28.259,-17.578,,,,
-0.663,0.262,0.001,18.127,33.142,-19.043,,,,
-0.648,0.272,0.016,20.996,37.72,-20.203,,,,
-0.636,0.276,0.031,23.804,42.114,-20.874,,,,
-0.621,0.27,0.038,25.696,46.631,-21.423,,,,
-0.611,0.256,0.026,25.024,51.025,-21.851,,,,
-0.596,0.247,0.011,22.888,55.542,-22.644,,,,
-0.586,0.244,-0.003,21.912,60.852,-23.804,,,,
-0.568,0.244,-0.027,22.827,66.833,-25.085,,,,
-0.549,0.248,-0.057,23.132,73.12,-26.245,,,,
-0.535,0.261,-0.083,22.339,80.322,-28.076,,,,
-0.509,0.284,-0.086,19.775,89.294,-29.663,,,,
-0.488,0.319,-0.066,15.869,99.304,-31.311,,,,
-0.446,0.358,-0.022,11.78,109.68,-32.288,,,,
-0.4,0.412,0.078,7.629,120.483,-33.081,,,,
-0.364,0.505,0.212,5.676,131.104,-34.058,,,,
-0.34,0.598,0.34,5.676,139.648,-34.058,,,,
-0.313,0.67,0.459,5.676,145.203,-32.715,,,,
-0.294,0.713,0.585,7.568,149.231,-29.785,,,,
-0.278,0.724,0.746,11.78,152.161,-25.94,,,,
-0.247,0.696,0.913,17.761,153.015,-21.423,,,,
-0.23,0.648,1.067,20.691,150.818,-17.517,,,,
-0.222,0.596,1.209,21.179,145.63,-14.587,,,,
-0.218,0.555,1.32,19.531,137.817,-12.695,,,,
-0.23,0.523,1.4,15.625,128.113,-11.658,,,,
-0.243,0.491,1.494,10.132,118.164,-10.498,,,,
-0.242,0.437,1.593,1.221,107.971,-9.827,,,,
-0.233,0.397,1.693,-8.484,96.313,-10.559,,,,
-0.236,0.384,1.749,-16.663,83.13,-12.695,,,,
-0.242,0.419,1.751,-22.522,68.42,-15.747,,,,
-0.258,0.48,1.704,-23.682,53.101,-18.372,,,,
-0.272,0.559,1.634,-21.118,39.124,-20.02,,,,
-0.289,0.641,1.567,-14.221,26.855,-20.325,,,,
-0.305,0.701,1.485,-5.127,16.357,-19.348,,,,
-0.318,0.753,1.381,2.686,7.324,-17.639,,,,
-0.334,0.792,1.264,8.484,-0.732,-15.137,,,,
-0.352,0.811,1.152,10.62,-7.019,-11.536,,,,
-0.362,0.81,1.064,9.949,-11.047,-7.629,,,,
-0.36,0.793,0.991,8.301,-13.916,-3.845,,,,
-0.363,0.765,0.921,7.385,-15.869,0.061,,,,
-0.363,0.733,0.859,6.836,-17.029,3.54,,,,
-0.361,0.698,0.819,7.141,-17.578,6.836,,,,
-0.356,0.656,0.787,9.399,-17.212,9.705,,,,
-0.347,0.612,0.761,12.268,-16.418,11.658,,,,
-0.338,0.572,0.742,13.55,-15.564,13.245,,,,
