aX,aY,aZ,gX,gY,gZ,
-0.234,-0.361,0.916,11.78,59.998,-55.664,
-0.254,-0.304,0.994,11.963,58.594,-54.26,
-0.25,-0.264,1.059,13.489,56.458,-52.063,
-0.257,-0.246,1.094,14.099,52.856,-49.255,
-0.272,-0.244,1.098,12.634,47.913,-46.143,
-0.283,-0.253,1.084,10.132,43.518,-43.03,
-0.295,-0.259,1.055,5.92,39.185,-40.283,
-0.312,-0.261,1.021,1.16,35.156,-37.72,
-0.33,-0.255,1.015,-0.488,32.41,-35.339,
-0.335,-0.248,1.031,0.854,30.579,-32.715,
-0.339,-0.234,1.052,4.944,28.809,-29.541,
-0.335,-0.236,1.07,9.399,26.367,-26.428,
-0.333,-0.259,1.066,12.451,23.437,-23.376,
-0.335,-0.275,1.059,11.841,20.203,-20.569,
-0.343,-0.272,1.068,8.057,17.09,-18.311,
-0.341,-0.271,1.079,3.357,13.306,-15.93,
-0.349,-0.263,1.072,-0.305,9.338,-13.489,
-0.359,-0.254,1.071,-2.319,6.226,-10.437,
-0.356,-0.254,1.072,-1.77,3.357,-7.202,
-0.35,-0.274,1.063,0.793,0.732,-4.456,
-0.35,-0.301,1.048,2.991,-2.258,-1.404,
-0.338,-0.345,1.058,5.005,-4.883,1.16,
-0.331,-0.397,1.047,5.981,-7.507,3.54,
-0.332,-0.433,1.047,5.615,-10.132,5.066,
-0.325,-0.472,1.065,5.981,-12.512,6.226,
-0.329,-0.511,1.096,9.949,-14.526,6.775,
-0.312,-0.559,1.139,15.747,-16.602,6.958,
-0.303,-0.596,1.18,19.47,-20.02,6.653,
-0.303,-0.612,1.227,20.874,-24.414,5.554,
-0.294,-0.635,1.281,20.081,-29.785,4.395,
-0.287,-0.653,1.306,17.273,-35.95,3.479,
-0.296,-0.656,1.326,15.625,-42.603,1.404,
-0.28,-0.673,1.344,15.625,-48.828,-0.549,
-0.281,-0.698,1.368,15.686,-55.237,-2.136,
-0.262,-0.734,1.383,15.137,-62.012,-3.967,
-0.255,-0.757,1.362,13.489,-69.641,-6.104,
-0.264,-0.786,1.325,12.207,-77.942,-8.606,
-0.259,-0.815,1.305,11.902,-84.839,-11.963,
-0.24,-0.837,1.254,12.695,-91.248,-15.503,
-0.231,-0.828,1.193,11.902,-97.778,-19.592,
-0.239,-0.805,1.129,12.39,-103.455,-23.987,
-0.249,-0.766,1.084,14.648,-107.727,-27.832,
-0.245,-0.719,1.031,19.897,-111.328,-31.25,
-0.238,-0.679,0.985,24.17,-114.319,-33.813,
-0.241,-0.646,0.925,24.353,-117.31,-35.95,
-0.24,-0.615,0.869,21.79,-120.178,-37.476,
-0.245,-0.584,0.817,15.381,-122.681,-38.513,
-0.252,-0.573,0.732,7.141,-125.61,-38.879,
-0.283,-0.563,0.649,-1.282,-127.808,-38.574,
-0.295,-0.54,0.568,-7.935,-128.296,-38.757,
-0.317,-0.509,0.49,-12.085,-128.296,-38.269,
-0.335,-0.484,0.407,-12.634,-126.892,-37.292,
-0.356,-0.471,0.323,-12.085,-124.634,-35.95,
-0.378,-0.467,0.226,-10.681,-121.765,-34.424,
-0.409,-0.458,0.131,-9.705,-117.92,-32.898,
-0.447,-0.443,0.046,-8.972,-112.793,-31.677,
-0.476,-0.422,-0.018,-9.155,-106.506,-30.151,
-0.507,-0.397,-0.074,-9.644,-99.487,-28.381,
-0.531,-0.385,-0.117,-11.292,-92.224,-26.367,
-0.55,-0.36,-0.154,-15.137,-84.717,-23.926,
-0.582,-0.34,-0.183,-19.958,-77.148,-21.362,
-0.607,-0.311,-0.194,-22.583,-68.787,-18.433,
-0.621,-0.288,-0.207,-22.705,-60.181,-15.198,
-0.643,-0.265,-0.212,-21.423,-51.819,-11.597,
-0.656,-0.239,-0.211,-19.897,-43.152,-7.935,
-0.662,-0.221,-0.205,-17.456,-34.729,-4.456,
-0.677,-0.216,-0.195,-13.55,-26.245,-0.122,
-0.685,-0.231,-0.169,-7.996,-17.273,4.272,
-0.676,-0.258,-0.13,-1.892,-9.094,8.728,
-0.667,-0.295,-0.095,4.211,-1.465,12.573,
-0.665,-0.32,-0.064,9.399,5.493,15.686,
-0.656,-0.338,-0.033,12.878,11.902,18.005,
-0.648,-0.354,-0.001,14.343,17.517,19.775,
-0.645,-0.377,0.028,13.55,22.278,21.179,
-0.64,-0.389,0.057,11.597,26.489,22.339,
-0.634,-0.398,0.089,9.827,30.701,23.437,
-0.628,-0.397,0.121,7.935,34.546,24.17,
-0.618,-0.399,0.154,5.798,38.025,25.085,
-0.614,-0.385,0.177,1.953,41.077,25.635,
-0.603,-0.361,0.197,-3.418,43.518,26.428,
-0.59,-0.332,0.209,-10.254,45.41,27.588,
-0.594,-0.303,0.214,-18.433,47.485,29.48,
-0.583,-0.269,0.208,-25.574,49.622,31.677,
-0.582,-0.239,0.2,-32.166,52.368,34.79,
-0.59,-0.203,0.214,-36.987,56.458,37.903,
-0.569,-0.15,0.26,-39.795,61.646,41.809,
-0.54,-0.104,0.312,-39.429,65.918,46.265,
-0.521,-0.102,0.362,-39.368,69.58,51.697,
-0.506,-0.149,0.386,-33.569,72.632,56.824,
-0.478,-0.159,0.42,-34.363,75.623,62.195,
-0.448,-0.159,0.426,-39.856,78.43,66.589,
-0.429,-0.148,0.424,-46.692,80.139,70.007,
-0.396,-0.135,0.41,-53.589,82.092,73.425,
-0.388,-0.115,0.416,-59.875,84.229,76.843,
-0.36,-0.106,0.45,-61.707,87.646,80.627,
-0.329,-0.107,0.527,-56.946,92.102,84.961,
-0.286,-0.147,0.62,-42.114,96.985,90.027,
-0.25,-0.257,0.675,-24.231,100.098,95.825,
-0.232,-0.402,0.7,-9.888,101.379,100.464,
-0.211,-0.525,0.754,-0.977,101.99,102.661,
-0.192,-0.629,0.829,4.822,101.99,102.417,
-0.158,-0.743,0.938,9.216,100.83,100.952,
-0.149,-0.834,1.024,12.878,97.656,98.083,
-0.136,-0.941,1.112,17.151,92.957,94.055,
-0.134,-1.035,1.202,21.729,87.708,89.172,
-0.127,-1.125,1.288,27.405,81.726,83.496,
-0.113,-1.229,1.364,33.325,75.012,77.026,
-0.104,-1.316,1.393,34.851,66.711,69.885,
-0.115,-1.363,1.406,31.25,56.885,60.974,
-0.11,-1.368,1.408,24.841,47.119,51.27,
-0.111,-1.349,1.406,15.991,37.537,41.626,
-0.123,-1.315,1.396,8.301,28.748,32.898,
-0.121,-1.281,1.37,2.93,20.508,25.024,
-0.112,-1.26,1.329,-1.648,12.817,18.25,
-0.106,-1.233,1.265,-6.165,5.188,11.414,
-0.11,-1.201,1.193,-11.108,-1.526,4.761,
-0.127,-1.147,1.126,-15.625,-6.775,-1.709,
-0.127,-1.085,1.061,-17.761,-10.498,-6.836,
-0.126,-1.032,0.994,-18.433,-13.672,-11.108,
-0.137,-0.983,0.926,-19.531,-16.174,-15.32,
-0.152,-0.925,0.868,-20.203,-17.7,-19.104,
-0.157,-0.869,0.818,-19.775,-18.433,-21.851,
-0.162,-0.816,0.763,-18.921,-18.799,-23.865,
-0.173,-0.775,0.714,-18.188,-18.677,-25.513,
-0.185,-0.742,0.663,-17.578,-18.25,-26.367,
-0.191,-0.706,0.618,-17.944,-17.151,-26.917,
-0.196,-0.673,0.573,-17.09,-15.381,-26.978,
-0.202,-0.652,0.536,-15.503,-13.062,-26.611,
-0.213,-0.639,0.503,-12.878,-10.193,-25.94,
-0.217,-0.639,0.481,-8.667,-6.714,-25.208,
-0.208,-0.657,0.451,-3.784,-2.991,-24.231,
-0.205,-0.707,0.414,-0.488,0.916,-23.804,
-0.208,-0.758,0.377,0.488,5.005,-24.17,
-0.211,-0.798,0.35,1.038,9.46,-25.513,
-0.211,-0.815,0.342,1.831,14.832,-27.71,
-0.207,-0.814,0.355,2.686,20.325,-30.396,
-0.209,-0.805,0.38,4.089,25.452,-32.837,
-0.196,-0.795,0.417,5.737,30.64,-35.4,
-0.188,-0.781,0.444,5.432,34.729,-37.842,
-0.187,-0.781,0.461,5.432,37.842,-39.978,
-0.182,-0.794,0.472,7.263,40.955,-42.236,
-0.166,-0.818,0.478,9.766,44.617,-44.678,
-0.153,-0.855,0.475,9.399,47.913,-47.363,
-0.15,-0.86,0.477,4.761,50.659,-51.086,
-0.154,-0.824,0.502,-1.648,53.223,-55.786,
-0.147,-0.764,0.56,-7.751,56.091,-59.875,
-0.141,-0.695,0.619,-13.855,57.556,-63.171,
-0.145,-0.617,0.675,-19.226,57.861,-65.735,
-0.163,-0.547,0.734,-21.79,57.617,-67.2,
-0.17,-0.491,0.811,-20.691,57.678,-67.627,
-0.182,-0.425,0.876,-19.104,57.068,-67.139,
-0.193,-0.36,0.936,-16.907,55.298,-65.979,
-0.201,-0.309,0.986,-13.855,52.917,-64.026,
-0.225,-0.273,1.03,-11.108,50.293,-61.462,
-0.246,-0.235,1.077,-9.216,47.546,-58.594,
-0.256,-0.199,1.129,-6.714,44.8,-55.664,
-0.264,-0.156,1.175,-4.333,41.565,-52.002,
-0.262,-0.139,1.209,-1.77,37.292,-47.852,
-0.272,-0.126,1.225,-0.732,32.532,-43.518,
-0.286,-0.12,1.236,0.61,28.076,-39.001,
-0.289,-0.125,1.248,3.113,24.231,-34.302,
-0.295,-0.131,1.25,6.104,20.203,-29.907,
-0.298,-0.149,1.241,7.751,15.747,-25.452,
-0.306,-0.173,1.231,9.216,11.292,-21.362,
-0.304,-0.214,1.223,9.827,7.263,-17.273,
-0.298,-0.25,1.197,8.179,2.686,-13.733,
-0.296,-0.29,1.152,5.554,-2.014,-10.681,
-0.298,-0.327,1.101,2.38,-6.348,-8.606,
-0.305,-0.362,1.048,-0.122,-9.705,-6.958,
-0.316,-0.385,1,-2.38,-11.963,-5.981,
-0.322,-0.402,0.957,-2.625,-13.428,-5.066,
-0.319,-0.429,0.937,-0.793,-14.099,-4.089,
-0.323,-0.431,0.928,0.488,-14.893,-3.235,
-0.336,-0.401,0.945,0.305,-15.442,-2.625,
-0.329,-0.392,0.977,2.38,-16.174,-1.709,
-0.322,-0.391,0.984,6.409,-17.639,-0.854,
-0.324,-0.405,0.989,9.521,-19.775,0.183,
-0.318,-0.426,1,11.414,-22.095,1.038,
-0.312,-0.463,0.991,13.611,-23.865,1.831,
-0.306,-0.5,0.988,15.259,-25.94,2.075,
-0.302,-0.526,0.999,14.343,-28.381,2.258,
-0.304,-0.544,1,13.123,-30.701,2.258,
-0.307,-0.556,1.003,12.817,-32.776,1.892,
-0.305,-0.571,1.004,13,-34.973,1.709,
-0.317,-0.575,1.026,14.526,-36.987,0.854,
-0.313,-0.589,1.077,17.944,-38.757,-0.061,
-0.316,-0.608,1.154,23.621,-40.71,-0.916,
-0.309,-0.639,1.246,31.616,-43.518,-1.77,
-0.292,-0.667,1.325,40.466,-47.791,-3.113,
-0.273,-0.702,1.377,48.096,-54.382,-4.883,
-0.242,-0.75,1.407,53.589,-61.951,-7.141,
-0.227,-0.826,1.414,55.725,-70.251,-10.193,
-0.227,-0.869,1.388,54.26,-79.163,-14.465,
-0.184,-0.907,1.309,52.734,-88.135,-19.714,
-0.184,-0.916,1.267,45.532,-96.252,-25.024,
-0.174,-0.935,1.177,39.063,-103.516,-29.724,
-0.19,-0.934,1.101,31.555,-109.68,-34.912,
-0.201,-0.919,1.025,24.475,-114.624,-39.612,
-0.196,-0.864,0.938,16.479,-119.324,-44.495,
-0.202,-0.801,0.84,9.827,-123.413,-48.767,
-0.222,-0.726,0.745,4.211,-126.221,-52.185,
-0.242,-0.65,0.654,0.793,-127.808,-54.077,
-0.266,-0.577,0.564,-1.404,-127.991,-55.176,
-0.292,-0.516,0.47,-1.831,-127.38,-55.054,
-0.322,-0.45,0.389,-3.784,-125.488,-54.26,
-0.356,-0.396,0.325,-5.371,-122.925,-52.49,
-0.389,-0.362,0.258,-6.226,-119.446,-49.988,
-0.421,-0.321,0.194,-7.263,-115.417,-46.936,
-0.454,-0.294,0.144,-7.69,-110.901,-43.64,
-0.48,-0.258,0.106,-6.409,-105.652,-40.039,
-0.489,-0.241,0.065,-5.005,-100.464,-36.011,
-0.512,-0.243,0.01,-3.113,-95.093,-31.677,
-0.54,-0.252,-0.047,-2.502,-89.539,-27.832,
-0.574,-0.263,-0.104,-3.052,-83.374,-23.865,
-0.604,-0.267,-0.146,-3.784,-75.989,-20.569,
-0.632,-0.272,-0.176,-3.845,-68.237,-17.212,
-0.653,-0.276,-0.192,-3.54,-59.753,-14.099,
-0.671,-0.271,-0.196,-4.272,-51.514,-10.864,
-0.683,-0.258,-0.192,-4.639,-43.457,-7.812,
-0.693,-0.25,-0.173,-4.089,-35.461,-5.31,
-0.696,-0.24,-0.141,-2.686,-27.466,-2.38,
-0.696,-0.229,-0.098,-0.549,-19.775,0.732,
-0.694,-0.226,-0.06,2.136,-13.062,4.211,
-0.688,-0.229,-0.029,4.822,-7.446,7.629,
-0.676,-0.24,-0.018,5.554,-2.502,10.742,
-0.689,-0.256,0.004,2.869,2.075,13.672,
-0.684,-0.265,0.023,1.709,6.897,16.113,
-0.671,-0.275,0.036,0,11.414,18.494,
-0.672,-0.277,0.042,-3.052,15.381,20.752,
-0.678,-0.271,0.053,-5.371,19.226,22.888,
-0.658,-0.266,0.064,-6.226,23.682,24.902,
-0.646,-0.257,0.072,-9.521,27.222,27.222,
-0.654,-0.25,0.08,-14.16,31.128,29.419,
-0.645,-0.218,0.09,-19.592,35.217,31.799,
-0.635,-0.175,0.107,-26.245,39.185,34.424,
-0.616,-0.126,0.118,-33.264,43.03,38.025,
-0.601,-0.068,0.131,-42.358,46.814,42.175,
-0.589,-0.013,0.143,-51.636,50.781,47.241,
-0.555,0.047,0.152,-60.791,55.176,53.101,
-0.502,0.076,0.148,-67.017,60.059,60.608,
-0.503,0.068,0.191,-72.021,65.491,68.542,
-0.467,0.036,0.155,-69.031,71.045,76.721,
-0.441,-0.028,0.206,-64.392,78.125,84.106,
-0.412,-0.096,0.249,-56.824,84.167,90.149,
-0.361,-0.145,0.307,-56.458,90.515,96.313,
-0.315,-0.202,0.373,-55.786,96.069,101.379,
-0.262,-0.291,0.436,-52.795,100.22,105.408,
-0.234,-0.393,0.455,-52.856,102.356,107.727,
-0.249,-0.498,0.504,-55.176,103.455,107.971,
-0.243,-0.611,0.606,-55.664,105.774,106.873,
-0.227,-0.699,0.733,-52.246,107.666,104.675,
-0.203,-0.804,0.871,-41.809,108.215,101.929,
-0.197,-0.927,0.999,-27.771,106.934,98.45,
-0.172,-1.086,1.088,-11.719,103.516,94.177,
-0.137,-1.232,1.157,1.892,98.633,87.952,
-0.124,-1.362,1.191,7.019,91.431,78.979,
-0.134,-1.409,1.25,2.625,83.74,67.444,
-0.141,-1.387,1.318,-5.371,76.111,54.932,
-0.145,-1.302,1.383,-14.16,68.42,43.213,
-0.145,-1.21,1.403,-21.301,59.998,33.813,
-0.157,-1.113,1.382,-25.33,51.453,25.879,
-0.178,-1.037,1.357,-26.062,43.823,19.531,
-0.188,-0.964,1.337,-24.597,37.964,14.343,
-0.195,-0.887,1.308,-21.179,32.41,10.01,
-0.203,-0.835,1.279,-15.93,27.832,6.897,
-0.212,-0.802,1.259,-8.728,23.499,4.333,
-0.207,-0.789,1.24,-1.282,19.653,2.502,
-0.197,-0.784,1.195,3.906,15.32,0.732,
-0.195,-0.784,1.133,5.554,10.376,-1.221,
-0.199,-0.788,1.067,4.517,5.798,-3.479,
-0.193,-0.785,0.998,1.221,2.197,-5.371,
-0.199,-0.792,0.926,-1.953,-0.305,-6.958,
-0.216,-0.814,0.867,-4.089,-1.587,-8.545,
-0.205,-0.837,0.822,-4.089,-1.343,-10.742,
-0.202,-0.858,0.783,-4.15,-0.427,-13.123,
-0.204,-0.85,0.756,-5.493,0.244,-16.235,
-0.205,-0.833,0.742,-7.141,0.977,-19.592,
-0.214,-0.804,0.743,-7.69,1.953,-22.827,
-0.211,-0.784,0.749,-7.263,2.563,-25.33,
-0.208,-0.773,0.741,-5.92,2.991,-27.588,
-0.199,-0.777,0.711,-4.944,3.052,-29.602,
-0.187,-0.8,0.67,-6.104,3.174,-31.799,
-0.173,-0.832,0.625,-9.644,3.723,-34.241,
-0.169,-0.876,0.557,-14.465,4.761,-37.17,
-0.189,-0.884,0.531,-21.179,6.958,-41.016,
-0.196,-0.867,0.544,-22.461,11.414,-45.654,
-0.187,-0.824,0.565,-22.583,15.625,-50.232,
-0.195,-0.802,0.583,-22.034,18.372,-54.138,
-0.189,-0.777,0.605,-24.048,20.63,-57.8,
-0.197,-0.725,0.614,-26.611,22.034,-61.523,
-0.204,-0.648,0.622,-28.625,23.193,-65.125,
-0.202,-0.584,0.623,-28.809,24.048,-67.444,
-0.2,-0.523,0.605,-29.175,25.024,-69.031,
-0.213,-0.464,0.576,-30.701,26.123,-69.702,
-0.227,-0.412,0.549,-30.334,28.076,-69.763,
-0.246,-0.362,0.556,-27.161,31.311,-68.665,
-0.259,-0.292,0.603,-22.766,35.828,-67.139,
-0.265,-0.211,0.675,-17.273,39.978,-64.941,
-0.267,-0.142,0.744,-12.024,42.48,-61.584,
-0.29,-0.093,0.808,-7.629,43.335,-57.861,
-0.305,-0.046,0.883,-4.944,43.396,-53.528,
-0.309,-0.028,0.954,-2.991,42.48,-48.34,
-0.327,-0.015,1.014,-3.052,40.405,-43.152,
-0.341,-0.002,1.069,-4.456,37.292,-38.025,
-0.349,0,1.097,-5.493,33.081,-32.41,
-0.363,-0.014,1.11,-5.127,28.564,-27.039,
-0.38,-0.031,1.116,-4.883,24.048,-21.851,
-0.355,-0.052,1.13,-5.127,20.02,-16.968,
-0.338,-0.071,1.135,-6.226,15.93,-12.512,
-0.321,-0.116,1.118,-5.493,11.536,-8.24,
-0.32,-0.163,1.096,-4.395,8.118,-5.249,
-0.308,-0.214,1.079,-1.77,6.104,-2.747,
-0.295,-0.253,1.06,0.549,4.639,-0.671,
-0.295,-0.293,1.047,2.747,3.54,0.916,
-0.301,-0.316,1.039,3.296,2.869,1.587,
-0.301,-0.322,1.04,3.113,2.197,1.892,
-0.314,-0.315,1.052,1.221,1.221,1.831,
-0.33,-0.304,1.071,0.488,0.244,2.014,
-0.338,-0.292,1.105,1.587,-0.854,2.93,
-0.338,-0.278,1.126,4.028,-2.38,4.028,
-0.324,-0.271,1.149,7.019,-4.578,5.31,
-0.314,-0.278,1.158,7.568,-7.263,6.836,
-0.327,-0.274,1.162,7.324,-10.62,8.24,
-0.326,-0.274,1.185,8.423,-13.123,9.644,
-0.321,-0.281,1.217,11.047,-15.686,11.414,
-0.325,-0.314,1.243,15.869,-18.738,13.55,
-0.325,-0.34,1.283,23.743,-21.912,15.015,
-0.292,-0.398,1.301,33.203,-25.513,16.296,
-0.278,-0.477,1.301,36.987,-30.64,17.029,
-0.289,-0.55,1.284,37.109,-36.255,16.235,
-0.303,-0.62,1.289,34.607,-41.748,14.343,
-0.298,-0.655,1.311,31.738,-46.875,11.658,
-0.283,-0.679,1.324,29.602,-52.307,8.179,
-0.285,-0.683,1.332,27.039,-58.533,4.761,
-0.277,-0.689,1.338,27.771,-65.125,1.099,
-0.286,-0.705,1.34,29.846,-71.716,-2.502,
-0.272,-0.703,1.336,33.02,-78.064,-5.615,
-0.251,-0.68,1.328,39.917,-84.167,-9.094,
-0.224,-0.636,1.288,47.668,-90.759,-12.878,
-0.201,-0.608,1.244,52.856,-97.351,-16.541,
-0.198,-0.582,1.155,53.894,-104.126,-19.531,
-0.184,-0.569,1.063,50.476,-110.229,-21.912,
-0.192,-0.589,0.962,41.321,-115.173,-23.254,
-0.214,-0.568,0.857,28.809,-118.958,-24.963,
-0.243,-0.535,0.759,18.25,-121.521,-26.672,
-0.259,-0.52,0.677,12.329,-122.375,-26.855,
-0.288,-0.529,0.591,11.047,-121.887,-26.672,
-0.319,-0.561,0.509,10.986,-120.483,-26.489,
-0.34,-0.555,0.455,8.362,-118.286,-27.283,
-0.35,-0.524,0.409,5.432,-115.601,-28.442,
-0.364,-0.491,0.37,3.601,-112.854,-29.053,
-0.375,-0.445,0.332,2.197,-109.985,-29.236,
-0.383,-0.404,0.298,2.502,-106.567,-28.931,
-0.398,-0.378,0.246,1.953,-103.027,-27.954,
-0.413,-0.382,0.177,-4.15,-99.976,-26.123,
-0.469,-0.368,0.102,-14.648,-96.863,-24.902,
-0.488,-0.352,0.025,-24.963,-92.285,-23.315,
-0.499,-0.357,-0.047,-35.645,-87.036,-20.691,
-0.539,-0.37,-0.107,-47.18,-80.688,-17.639,
-0.572,-0.374,-0.162,-52.307,-72.693,-15.076,
-0.589,-0.38,-0.188,-48.889,-63.11,-12.817,
-0.582,-0.356,-0.238,-42.236,-52.979,-11.353,
-0.637,-0.341,-0.258,-41.382,-43.823,-10.376,
-0.651,-0.334,-0.247,-38.879,-33.203,-9.033,
-0.649,-0.309,-0.214,-38.635,-23.315,-8.118,
-0.642,-0.266,-0.188,-36.316,-13.733,-6.836,
-0.648,-0.229,-0.156,-36.072,-5.371,-5.371,
-0.651,-0.195,-0.119,-36.194,2.686,-3.052,
-0.659,-0.157,-0.076,-36.194,10.681,0,
-0.662,-0.119,-0.024,-32.593,18.799,3.418,
-0.648,-0.089,0.035,-26.794,26.428,7.874,
-0.645,-0.076,0.096,-21.179,33.386,12.878,
-0.644,-0.082,0.157,-15.564,39.49,18.127,
-0.631,-0.088,0.217,-8.545,44.922,23.193,
-0.618,-0.105,0.27,-2.502,49.255,28.015,
-0.6,-0.126,0.31,2.38,52.917,32.471,
-0.594,-0.146,0.341,5.493,55.603,36.621,
-0.584,-0.164,0.365,6.287,57.739,40.283,
-0.565,-0.18,0.39,4.944,59.937,44.006,
-0.565,-0.185,0.41,2.319,61.462,47.119,
-0.546,-0.187,0.441,-0.366,63.416,49.988,
-0.517,-0.183,0.468,-3.418,65.43,53.406,
-0.484,-0.198,0.474,-7.507,67.017,57.251,
-0.476,-0.189,0.468,-15.564,68.298,60.608,
-0.474,-0.156,0.481,-26.428,69.641,63.538,
-0.441,-0.112,0.509,-35.828,72.021,66.833,
-0.418,-0.123,0.539,-38.879,74.28,71.655,
-0.404,-0.218,0.564,-30.884,77.515,77.087,
-0.363,-0.348,0.591,-18.372,81.604,81.665,
-0.347,-0.466,0.607,-7.08,85.083,84.473,
-0.337,-0.573,0.643,0.854,87.708,85.083,
-0.299,-0.67,0.707,6.287,89.661,83.862,
-0.248,-0.732,0.755,9.216,89.966,81.116,
-0.245,-0.788,0.807,7.08,88.318,77.454,
-0.228,-0.834,0.868,1.038,85.754,73.12,
-0.211,-0.869,0.924,-7.874,82.52,68.298,
-0.225,-0.867,0.979,-16.052,78.857,63.416,
-0.236,-0.874,1.053,-20.264,75.867,58.594,
-0.227,-0.9,1.136,-18.25,73.059,54.443,
-0.225,-0.95,1.2,-11.841,69.092,50.293,
-0.225,-0.995,1.262,-3.601,64.148,45.288,
-0.216,-1.044,1.331,5.92,58.777,39.978,
-0.209,-1.079,1.384,13.977,52.307,33.63,
-0.19,-1.108,1.417,18.616,44.434,26.855,
-0.187,-1.136,1.438,17.395,35.828,19.531,
-0.196,-1.118,1.431,8.606,26.062,11.658,
-0.211,-1.067,1.419,-2.136,16.357,4.028,
-0.218,-0.998,1.384,-11.108,7.324,-2.38,
-0.228,-0.935,1.332,-15.93,-0.671,-7.141,
-0.236,-0.884,1.268,-16.907,-7.08,-11.292,
-0.241,-0.842,1.193,-15.747,-12.024,-14.465,
-0.245,-0.812,1.12,-13.428,-16.052,-17.334,
-0.244,-0.781,1.05,-10.925,-18.982,-20.142,
-0.243,-0.752,0.981,-10.376,-21.362,-22.339,
-0.247,-0.712,0.913,-10.925,-23.071,-24.597,
-0.258,-0.673,0.854,-11.353,-23.926,-26.489,
-0.27,-0.63,0.809,-10.864,-23.804,-27.527,
-0.275,-0.603,0.766,-8.911,-23.132,-27.71,
-0.278,-0.599,0.709,-5.432,-22.278,-27.405,
-0.28,-0.605,0.653,-2.563,-20.813,-27.1,
-0.278,-0.625,0.595,-2.075,-19.043,-27.222,
-0.285,-0.639,0.542,-3.235,-16.785,-27.832,
-0.282,-0.642,0.493,-4.333,-14.16,-28.564,
-0.283,-0.645,0.445,-4.395,-10.742,-29.541,
-0.287,-0.648,0.395,-1.526,-7.08,-30.518,
-0.287,-0.666,0.359,3.479,-2.014,-31.128,
-0.283,-0.671,0.341,9.46,4.517,-32.227,
-0.275,-0.686,0.335,15.015,11.108,-33.63,
-0.261,-0.688,0.336,19.47,17.639,-34.729,
-0.252,-0.702,0.337,23.376,23.804,-36.316,
-0.249,-0.74,0.337,27.649,29.724,-37.72,
-0.239,-0.787,0.34,33.02,35.95,-39.368,
-0.224,-0.836,0.339,37.659,42.358,-42.114,
-0.217,-0.852,0.341,40.161,48.645,-45.654,
-0.217,-0.835,0.39,39.49,54.749,-50.171,
-0.225,-0.764,0.492,34.973,60.608,-54.626,
-0.214,-0.66,0.632,31.128,65.369,-58.044,
-0.208,-0.57,0.779,29.602,67.749,-59.631,
-0.222,-0.493,0.885,28.259,67.261,-60.303,
-0.239,-0.436,0.973,26.123,64.636,-60.059,
-0.252,-0.381,1.047,22.705,61.035,-59.143,
-0.267,-0.322,1.111,17.7,56.335,-57.678,
-0.281,-0.271,1.169,11.658,50.903,-55.847,
-0.301,-0.223,1.205,6.104,44.678,-53.223,
-0.329,-0.175,1.233,2.258,38.33,-50.049,
-0.341,-0.137,1.261,0.732,32.166,-46.143,
-0.345,-0.111,1.266,0.671,26.062,-41.87,
-0.367,-0.105,1.248,1.282,19.653,-37.17,
-0.38,-0.103,1.219,2.075,13.672,-32.471,
-0.375,-0.106,1.175,2.625,8.606,-27.954,
-0.378,-0.128,1.112,2.38,3.723,-23.56,
-0.388,-0.163,1.046,0.916,-0.427,-19.409,
-0.391,-0.189,0.997,-0.732,-2.869,-15.991,
-0.392,-0.21,0.962,-1.343,-4.028,-12.939,
-0.39,-0.233,0.936,-1.038,-4.639,-10.01,
-0.396,-0.257,0.919,0.061,-5.127,-7.629,
-0.398,-0.275,0.91,0.488,-5.737,-5.981,
-0.413,-0.288,0.903,0.549,-6.287,-4.395,
-0.431,-0.301,0.93,1.709,-6.714,-2.808,
-0.415,-0.316,0.988,3.601,-6.714,-1.038,
-0.407,-0.315,1.023,5.005,-8.057,0.61,
-0.409,-0.314,1.076,6.531,-10.742,1.892,
-0.39,-0.322,1.151,7.874,-13.489,3.235,
-0.381,-0.335,1.21,8.911,-17.273,5.005,
-0.378,-0.365,1.281,9.949,-22.156,6.775,
-0.363,-0.417,1.363,11.658,-27.527,8.301,
-0.335,-0.509,1.434,13.733,-33.63,9.766,
-0.302,-0.605,1.453,13.855,-41.626,9.644,
-0.311,-0.704,1.434,10.986,-51.025,7.751,
-0.315,-0.786,1.438,8.667,-59.57,4.211,
-0.299,-0.85,1.437,7.751,-67.2,-0.183,
-0.296,-0.877,1.429,7.507,-75.134,-5.31,
-0.285,-0.889,1.416,8.85,-82.581,-10.376,
-0.282,-0.888,1.389,11.169,-90.393,-15.991,
-0.279,-0.86,1.366,14.038,-97.595,-21.973,
-0.252,-0.821,1.312,16.296,-104.858,-27.283,
-0.242,-0.783,1.222,15.503,-112.915,-31.982,
-0.237,-0.746,1.118,12.939,-120.178,-35.767,
-0.23,-0.702,0.997,8.545,-126.282,-39.124,
-0.244,-0.656,0.876,2.197,-130.981,-41.748,
-0.268,-0.604,0.772,-5.554,-133.972,-43.396,
-0.29,-0.577,0.714,-11.23,-134.949,-43.762,
-0.3,-0.517,0.647,-14.587,-135.01,-43.64,
-0.32,-0.471,0.596,-15.442,-135.01,-43.03,
-0.335,-0.441,0.551,-14.648,-134.216,-41.687,
-0.328,-0.442,0.485,-14.771,-133.85,-40.283,
-0.359,-0.459,0.376,-14.954,-133.545,-38.879,
