aX,aY,aZ,gX,gY,gZ
-0.612,-0.633,0.671,-131.592,-10.132,-5.31
-0.612,-0.639,0.688,-115.051,-11.108,-5.493
-0.62,-0.628,0.704,-105.713,-12.756,-6.042
-0.629,-0.577,0.771,-98.877,-14.16,-6.531
-0.616,-0.53,0.826,-84.412,-15.564,-6.897
-0.622,-0.51,0.827,-70.313,-18.738,-6.714
-0.628,-0.505,0.786,-64.636,-23.254,-6.348
-0.631,-0.51,0.732,-67.932,-27.161,-6.042
-0.637,-0.501,0.688,-79.224,-30.823,-5.798
-0.641,-0.494,0.656,-87.708,-33.142,-5.127
-0.636,-0.456,0.645,-88.928,-34.058,-4.822
-0.644,-0.417,0.644,-83.069,-33.875,-4.395
-0.636,-0.377,0.67,-75.562,-32.654,-3.235
-0.638,-0.332,0.683,-69.641,-32.227,-1.892
-0.638,-0.292,0.685,-65.308,-32.349,0.122
-0.642,-0.255,0.681,-65.186,-32.898,2.808
-0.65,-0.244,0.652,-65.918,-33.447,6.226
-0.655,-0.224,0.619,-67.139,-33.081,9.888
-0.651,-0.186,0.599,-67.993,-32.227,13.367
-0.646,-0.163,0.566,-65.735,-30.762,17.883
-0.636,-0.176,0.522,-60.059,-28.687,22.827
-0.623,-0.203,0.49,-54.81,-25.635,27.283
-0.599,-0.239,0.491,-52.185,-22.034,31.25
-0.588,-0.31,0.471,-51.697,-19.226,34.729
-0.594,-0.346,0.459,-54.688,-16.968,36.743
-0.589,-0.368,0.485,-59.937,-13.916,37.903
-0.59,-0.394,0.514,-62.317,-11.597,39.734
-0.58,-0.465,0.509,-55.908,-9.766,41.016
-0.575,-0.537,0.484,-47.913,-8.301,41.077
-0.572,-0.583,0.446,-43.03,-6.836,39.124
-0.578,-0.597,0.427,-42.297,-4.944,35.645
-0.594,-0.573,0.474,-50.293,-2.197,32.043
-0.625,-0.476,0.586,-58.472,0.977,28.381
-0.637,-0.426,0.673,-51.636,3.601,26.55
-0.647,-0.404,0.731,-45.044,4.333,26.367
-0.657,-0.392,0.754,-38.269,3.601,26.855
-0.659,-0.428,0.728,-28.503,1.892,27.222
-0.654,-0.494,0.658,-16.541,0,27.405
-0.636,-0.582,0.547,-8.667,-1.587,26.306
-0.619,-0.628,0.446,-7.019,-2.869,23.437
-0.63,-0.669,0.301,-6.775,-3.052,18.921
-0.653,-0.645,0.26,-5.31,0.549,14.404
-0.665,-0.592,0.256,-3.723,6.348,9.338
-0.696,-0.492,0.379,-5.249,13.489,5.005
-0.69,-0.362,0.544,-1.77,20.02,3.479
-0.696,-0.256,0.69,14.404,23.926,3.357
-0.692,-0.19,0.802,39.673,25.757,5.493
-0.699,-0.174,0.866,62.744,24.841,8.911
-0.689,-0.173,0.914,67.566,21.24,12.451
-0.7,-0.194,0.934,61.584,15.198,16.052
-0.703,-0.237,0.915,55.115,8.24,19.226
-0.708,-0.304,0.814,49.561,0.549,21.423
-0.72,-0.416,0.672,39.673,-6.348,22.766
-0.741,-0.523,0.518,26.917,-10.864,22.4
-0.762,-0.61,0.381,17.822,-12.634,19.714
-0.768,-0.66,0.277,13.184,-11.292,15.625
-0.788,-0.659,0.213,13.489,-7.385,10.376
-0.788,-0.639,0.239,13.611,-0.977,5.005
-0.783,-0.602,0.312,9.827,5.859,1.16
-0.775,-0.562,0.35,6.348,10.803,-1.892
-0.786,-0.514,0.362,2.991,13.306,-4.089
-0.79,-0.499,0.346,-2.014,14.587,-5.432
-0.793,-0.516,0.308,-6.714,15.93,-5.981
-0.795,-0.542,0.275,-10.498,18.311,-6.47
-0.772,-0.568,0.25,-11.719,22.522,-7.568
-0.761,-0.601,0.196,-11.353,27.283,-9.521
-0.673,-0.603,0.101,-26.733,31.555,-11.658
-0.743,-0.586,0.122,-50.903,34.79,-15.137
-0.674,-0.51,0.222,-38.696,45.166,-17.761
-0.655,-0.453,0.237,-21.912,51.086,-20.813
-0.647,-0.428,0.229,1.404,56.58,-21.545
-0.684,-0.41,0.227,15.259,61.34,-22.156
-0.655,-0.48,0.171,31.677,66.711,-21.545
-0.704,-0.447,0.186,34.668,71.655,-21.79
-0.731,-0.44,0.238,37.964,77.087,-22.278
