,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,beat_change,beat,dynamic,x,y,z,dist
66,-0.125,0.184,-0.67,92.927,15.366,-12.134,None,2,n,0.03620434471995397,-0.058651061285006884,0.0669973486257703,0.2915807739383048
67,-0.14400000000000002,0.179,-0.6779999999999999,93.84100000000001,16.28,-11.645999999999999,None,2,n,0.03728878988085799,-0.06043253760969366,0.0691062040015953,0.29659653063671637
68,-0.156,0.175,-0.68,94.756,16.89,-11.097999999999999,None,2,n,0.038392167159079726,-0.06224072467359038,0.07125460191733117,0.30170507918292816
69,-0.174,0.163,-0.688,95.854,17.256,-10.488,None,2,n,0.039515574823463614,-0.06407563170147666,0.07344387824246837,0.3069504749823522
70,-0.188,0.152,-0.6920000000000001,97.195,17.439,-10.183,None,2,n,0.04065986768583709,-0.06593726338644613,0.07567507915746552,0.3123033174406779
71,-0.196,0.146,-0.696,98.415,17.317,-9.695,None,2,n,0.04182553901349277,-0.06782562173381151,0.07794889450354335,0.3177250874615052
72,-0.214,0.139,-0.703,99.634,17.195,-9.39,None,2,n,0.04301369987609918,-0.0697407257590303,0.08026665214403331,0.32328547976808947
73,-0.225,0.13699999999999998,-0.705,101.22,16.402,-8.963,None,2,n,0.04422503897932081,-0.07168259223514231,0.08262919664163798,0.32893470989245854
74,-0.24100000000000002,0.129,-0.703,102.073,12.622,-8.11,None,2,n,0.04546054173368592,-0.07365123786049979,0.0850376132769453,0.3347014093712173
75,-0.249,0.12300000000000001,-0.7040000000000001,102.805,14.207,-8.232000000000001,None,2,n,0.04672070183211939,-0.07564666526492138,0.08749255368800794,0.34053584865427844
76,-0.257,0.11900000000000001,-0.708,104.26799999999999,14.817,-7.987999999999999,None,2,n,0.04800601712123538,-0.07766887948533756,0.08999471466140886,0.3464418462382882
77,-0.268,0.11199999999999999,-0.7040000000000001,106.15899999999999,10.122,-7.377999999999999,None,2,n,0.04931716375835995,-0.07971788939043409,0.09254485457859095,0.35243099597555566
78,-0.271,0.11,-0.69,107.439,7.987999999999999,-7.5,None,2,n,0.05065433190314988,-0.0817937022910367,0.09514310512644521,0.3584400055124169
79,-0.272,0.107,-0.69,108.11,8.476,-7.744,None,2,n,0.05201758061885678,-0.08389631157248854,0.09778969296582841,0.3644700267908873
80,-0.271,0.11,-0.687,108.78,6.524,-7.256,None,2,n,0.05340685611633046,-0.08602572014018328,0.10048468106849878,0.37050544030536625
81,-0.257,0.106,-0.684,109.756,2.7439999999999998,-6.524,None,2,n,0.05482127560611814,-0.08818188569688715,0.10322737348559274,0.37645709046041403
82,-0.247,0.113,-0.684,110.73200000000001,0.366,-6.159,None,2,n,0.056260225235030735,-0.09036479622594631,0.10601736123943455,0.38235724236651125
83,-0.24,0.11800000000000001,-0.6759999999999999,111.70700000000001,-0.488,-5.976,None,2,n,0.05772327598268264,-0.09257444673093482,0.10885427835257962,0.3882160680762211
84,-0.23800000000000002,0.11900000000000001,-0.679,112.439,-1.0979999999999999,-5.732,None,2,n,0.059210296366224636,-0.09481082791189595,0.11173823704462824,0.39407928320414487
85,-0.226,0.113,-0.68,112.68299999999999,-0.7929999999999999,-5.4270000000000005,None,2,n,0.06072051789107765,-0.09707389262732166,0.11466873394171655,0.3998755184326549
86,-0.222,0.11,-0.6829999999999999,113.171,-0.183,-5.122000000000001,None,2,n,0.06225367648035671,-0.09936361711241697,0.11764576874173713,0.40566180098770305
87,-0.198,0.08900000000000001,-0.696,113.29299999999999,-0.244,-4.512,None,2,n,0.06380821811906565,-0.10167988307054855,0.12066836300513771,0.4113120928980963
88,-0.214,0.109,-0.6970000000000001,113.537,-0.7929999999999999,-3.963,None,2,n,0.0653851752797298,-0.10402276527941666,0.12373764820891638,0.41708994945137784
89,-0.223,0.13699999999999998,-0.6920000000000001,113.78,-0.488,-3.4760000000000004,None,2,n,0.06698516590889098,-0.10639234431833276,0.12685423607250879,0.42294201430651984
90,-0.182,0.10099999999999999,-0.711,113.78,0.61,-3.049,None,2,n,0.0686055416683222,-0.10878842114349016,0.130016298564431,0.42854919153616433
91,-0.188,0.067,-0.727,113.78,1.768,-2.622,None,2,n,0.0702465869386004,-0.11121091437926943,0.13322467852321312,0.4342258055023165
92,-0.21100000000000002,0.076,-0.721,113.72,2.866,-1.829,None,2,n,0.07190975340012125,-0.11365989583680097,0.13648077449363044,0.44006583401383215
93,-0.20600000000000002,0.083,-0.733,113.598,3.963,-1.0979999999999999,None,2,n,0.07359473756336841,-0.11613535228952644,0.13978472307077847,0.44590506254327694
94,-0.201,0.083,-0.75,113.171,5.4879999999999995,-0.305,None,2,n,0.0753012196841254,-0.11863725064442503,0.14313676721848712,0.4517496715537854
95,-0.207,0.083,-0.7709999999999999,112.744,7.317,0.488,None,2,n,0.07702956575199517,-0.12116558080955792,0.14653786953354792,0.45768035255791495
96,-0.22899999999999998,0.076,-0.7829999999999999,112.5,10.061,1.585,None,2,n,0.0787811322434138,-0.12372036216855828,0.1499897278712279,0.4637911054512285
97,-0.23800000000000002,0.065,-0.79,112.012,13.049000000000001,2.195,None,2,n,0.08055646446527238,-0.12630157796552757,0.15349319222246705,0.46998661628706595
98,-0.256,0.055999999999999994,-0.807,111.585,15.854000000000001,2.6830000000000003,None,2,n,0.08235667411767832,-0.12890922955861644,0.15704983447801615,0.476343423986433
99,-0.271,0.051,-0.8240000000000001,111.15899999999999,18.11,3.537,None,2,n,0.08418270051450384,-0.13154331981750245,0.16066105755419308,0.4828429972545366
100,-0.281,0.043,-0.838,110.915,19.878,4.329,None,2,n,0.0860351709013479,-0.13420383544263753,0.16432791864756144,0.4894472413220929
101,-0.289,0.027999999999999997,-0.8540000000000001,110.61,21.037,5.183,None,2,n,0.08791457598783817,-0.13689074164355985,0.1680514087090119,0.496145207065438
102,-0.302,0.027999999999999997,-0.868,110.54899999999999,21.768,5.915,None,2,n,0.08982175664993233,-0.13960404950353317,0.17183275947969914,0.5029710853700835
103,-0.319,0.023,-0.877,110.427,22.927,6.402,None,2,n,0.0917578004473185,-0.1423437726137344,0.17567331473040476,0.5099432609584197
104,-0.33399999999999996,0.013000000000000001,-0.889,110.427,24.085,7.256,None,2,n,0.09372366368206189,-0.14510990670099289,0.17957437242280572,0.5170528712409372
105,-0.35,0.009000000000000001,-0.912,110.73200000000001,25.366,8.11,None,2,n,0.09572038065552636,-0.1479024531757213,0.1835375409434607,0.5243271803821516
